RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#13,#13-0011,11B475_AZ05_PAR_10Jn_A_int_1,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.37,0.1,3.09,0.06,2,,0.093,0.001,0.034,0.001,0.07,0.001,,,,,,,,,,,1.69E-06,2.70E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0012,11B475A_AZ05_PAR_10Jn_A_int_2,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.51,0.09,3,0.07,2.4,,0.081,0.001,0.041,0.001,0.056,0.001,,,,,,,,,,,1.46E-06,2.90E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0013,11B476_AZ05_PAR_10Jn_A_int_3,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.22,0.05,3.62,0.11,3.1,,0.046,0.001,0.01,0,0.038,0.001,,,,,,,,,,,9.50E-07,2.70E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0014,11B477_AZ05_PAR_10Jn_A_int_4,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.32,0.11,3.06,0.06,2.1,,0.106,0.002,0.034,0.001,0.104,0.002,,,,,,,,,,,1.88E-06,3.00E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0015,11B480_AZ05_PAR_10Jn_A_ext_1,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.04,1.8,2.09,0.05,2.4,,1.779,0.043,0.069,0.001,0.09,0.001,,,,,,,,,,,2.02E-05,1.11E-07,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0016,11B483_AZ05_PAR_10Jn_A_ext_3,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.41,2.28,1.65,0.04,2.5,,2.085,0.058,0.845,0.014,0.395,0.006,,,,,,,,,,,2.03E-05,1.09E-07,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0017,12A169_AZ05_PAR_10Jn_B_int_1,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.36,0.08,3.78,0.1,2.7,,0.073,0.001,0.026,0,,,,,,,,,,,,,1.62E-06,3.80E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0018,12A170_AZ05_PAR_10Jn_B_int_2,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.2,0.2,5.54,0.1,1.7,,0.189,0.003,0.037,0.001,,,,,,,,,,,,,5.89E-06,6.50E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0019,12A171_AZ05_PAR_10Jn_B_int_3,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.33,0.02,3.96,0.2,5.1,,0.018,0,0.006,0,,,,,,,,,,,,,4.20E-07,2.10E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0020,12A172_AZ05_PAR_10Jn_B_int_4,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.56,0.04,2.57,0.12,4.6,,0.032,0.001,0.018,0,,,,,,,,,,,,,5.00E-07,2.20E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0021,11AA546_PR_AZ05_PAR_10Jn_1 (B ext),,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.48,0.7,1.5,0.03,2.2,,0.625,0.015,0.299,0.006,0.118,0.002,,,,,,,,,,,5.61E-06,4.50E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0022,11AA547_PR_AZ05_PAR_10Jn_2 (B ext),,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.46,0.69,1.3,0.03,2.2,,0.623,0.014,0.289,0.005,0.12,0.002,,,,,,,,,,,4.86E-06,4.20E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0023,11AA548_PR_AZ05_PAR_10Jn_3 (B ext),,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.63,1.11,1.47,0.03,2.1,,0.963,0.022,0.606,0.011,0.22,0.003,,,,,,,,,,,8.75E-06,8.70E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0024,11AA549_PR_AZ05_PAR_10Jn_4 (B ext),,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.45,0.83,1.08,0.02,2.1,,0.752,0.017,0.338,0.006,0.149,0.002,,,,,,,,,,,4.85E-06,3.70E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0025,12A162_AZ05_PAR_10Jn_Ext_1,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.21,0.62,1.66,0.07,4.3,,0.589,0.008,0.124,0.002,,,,,,,,,,,,,5.51E-06,2.25E-07,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0026,12A163_AZ05_PAR_10Jn_Ext_2,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.61,0.69,2,0.08,4.1,,0.607,0.009,0.372,0.005,,,,,,,,,,,,,7.47E-06,2.89E-07,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0027,12A174_AZ05_PAR_10Jn_B_ext3,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.31,0.19,0.88,0.03,3.4,,0.175,0.003,0.055,0.001,,,,,,,,,,,,,8.90E-07,2.80E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0028,12A175_AZ05_PAR_10Jn_B_ext4,,"Paria| Vermillion Cliff, N. Arizona",USA,"36°52'35.1588""N","111°48'14.4612""W",428345.469,4081466.534,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.24,0.38,2.52,0.05,1.9,,0.355,0.005,0.086,0.001,,,,,,,,,,,,,5.09E-06,6.70E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0029,11B490_UT07_HW_23Jn_Ext_2,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.9412""W",463329.096,4169235.143,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,1.24,0.03,1,0.09,8.72,,0.021,0,0.026,0,0.06,0.001,,,,,,,,,,,1.50E-07,1.00E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0030,11B491_UT07_HW_23Jn_Ext_3,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.9412""W",463329.096,4169235.143,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.45,0.09,0.52,0.03,5.4,,0.078,0.001,0.035,0.001,0.134,0.002,,,,,,,,,,,2.40E-07,1.30E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0031,11B492_UT07_HW_23Jn_Ext_4,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.9412""W",463329.096,4169235.143,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,1.29,0.02,0.86,0.1,11.3,,0.017,0,0.022,0,0.054,0.001,,,,,,,,,,,1.00E-07,1.20E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0032,11B485_UT07_HW_23Jn_inter_2,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.9412""W",463329.096,4169235.143,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,1.17,0.03,2.73,0.12,4.54,,0.024,0,0.028,0,0.035,0.001,,,,,,,,,,,4.40E-07,2.00E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0033,11B487_UT07_HW_23Jn_inter_4,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.9412""W",463329.096,4169235.143,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.37,0.04,1.9,0.09,4.74,,0.038,0.001,0.014,0,0.097,0.001,,,,,,,,,,,4.20E-07,2.00E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0034,11AA551_PR_UT05_GS_12Jn_3,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.88""W",463330.595,4169235.136,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,1.06,0.02,2.18,0.22,10.1,,0.016,0.002,0.017,0.002,0.02,0,,,,,,,,,,,2.40E-07,1.50E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0035,12A164_UT05_GS_12Jn_A_1,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.88""W",463330.595,4169235.136,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,1.75,0.05,0.47,0.06,13.7,,0.036,0.001,0.063,0.001,,,,,,,,,,,,,1.30E-07,1.80E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0036,12A165_UT05_GS_12Jn_A_2,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.88""W",463330.595,4169235.136,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,1.21,0.06,0.48,0.06,11.6,,0.048,0.001,0.058,0.001,,,,,,,,,,,,,1.60E-07,1.90E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0037,12A166_UT05_GS_12Jn_A_3,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.88""W",463330.595,4169235.136,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.92,0.06,1.56,0.03,1.7,,0.049,0.001,0.045,0.001,,,,,,,,,,,,,5.00E-07,6.00E-09,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0038,12A168_UT05_GS_12Jn_A_4,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.88""W",463330.595,4169235.136,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.73,0.11,0.81,0.02,3,,0.096,0.001,0.07,0.001,,,,,,,,,,,,,4.90E-07,1.30E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0039,12A181_UT05SGS_12Jn(B)_2,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.88""W",463330.595,4169235.136,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,1.37,0.07,2.55,0.1,3.7,,0.054,0.001,0.074,0.001,,,,,,,,,,,,,9.80E-07,3.40E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0040,12A182_UT05SGS_12Jn(B)_3,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"37°40'10.4412""N","111°24'56.88""W",463330.595,4169235.136,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,1.09,0.04,1.35,0.17,12.8,,0.034,0.001,0.037,0.001,,,,,,,,,,,,,3.10E-07,3.90E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
#13,#13-0041,11AA380_PR_UT05_6S_11Jn_4,,"Harris Wash, Grand Stairscase Escalante Nat. Mon., Utah",USA,"38°41'51""N","109°54'33.0012""W",594859.284,4283773.304,12S,,,goethite,sandstone,Lateritized continental sediments,,,,,,,,,0.83,0.03,1.88,0.13,6.8,,0.023,0.001,0.019,0,0.069,0.001,,,,,,,,,,,2.80E-07,1.80E-08,,,,,,,,,"U, Th, Sm: ng | He: nmol"
