RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#04,#04-0011,06BR078PON-P3 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,10.59,,410.07,,,,8.82,,38.74,106.95,15.14,1.59,16.65,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0012,06BR078PON-P3 (n),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,12.22,,546.32,,,,11.85,,44.72,140.6,15.47,1.62,17.02,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0013,06BR078PON-P4 - 1(b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,7.52,,344.94,,,,6.45,,45.89,88.58,13.37,1.37,14.71,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0014,06BR078PON-P4 - 2,,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,5.83,,215.92,,,,3.43,,37.06,56.57,11.14,1.12,12.26,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0015,06BR078PON-P4 - 3,,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,19.53,,666.46,,,,11.58,,34.13,176.14,12.07,1.25,13.28,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0016,06BR078PON-P4 - 4(n),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,14.1,,510.75,,,,9.52,,36.24,134.12,13.04,1.33,14.34,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0017,06BR078PON-P5 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,12.34,,566.99,,,,11.02,,45.94,145.58,13.9,1.42,15.29,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0018,06BR078PON-P5 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,14.74,,591.88,,,,8.32,,40.14,153.83,9.93,1.02,10.92,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0019,06BR078PON-P5 (n),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,17.09,,579.09,,,,10.16,,33.88,153.18,12.19,1.27,13.41,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0020,06BR078PON-P6 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,7.39,,287.75,,,,5.96,,38.94,75.01,14.6,1.49,16.06,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0021,06BR078PON-P6 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,7.72,,321.7,,,,7.57,,41.66,83.32,16.67,1.7,18.34,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0022,06BR078PON-P6 (n),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,7.69,,382.96,,,,6.84,,49.79,97.69,12.87,1.31,14.15,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0023,06BR080PON-P1 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,6.27,,107.93,,,,1.51,,17.2,31.64,8.77,0.89,9.65,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0024,06BR080PON-P1 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,20.47,,76.46,,,,1.81,,3.74,38.43,8.65,0.9,9.52,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0025,06BR080PON-P1 (n),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,28.56,,65.75,,,,2.5,,2.3,44.01,10.45,1.07,11.5,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0026,06BR080PON-P4 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,11.87,,106.46,,,,1.85,,8.97,36.89,9.24,0.93,10.16,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0027,06BR080PON-P4(m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,11.71,,68.22,,,,1.34,,5.83,27.74,8.86,0.9,9.75,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0028,06BR080PON-P4 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,16.63,,94.92,,,,1.74,,5.71,38.94,8.23,0.83,9.06,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0029,06BR080PON-P5 - 1(b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,7.57,,137.27,,,,1.88,,18.14,39.83,8.68,0.87,9.54,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0030,06BR080PON-P5 - 2,,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,10.24,,106.36,,,,1.63,,10.39,35.23,8.48,0.85,9.32,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0031,06BR080PON-P5 - 3,,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,21.58,,76.52,,,,2.13,,3.55,39.56,9.88,1.01,10.87,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0032,06BR080PON-P5 - 4(n),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,34.72,,32.18,,,,4.99,,0.93,42.29,21.66,2.18,23.83,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0033,06BR080PON-P6 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,7.11,,135.39,,,,3.01,,19.03,38.93,14.2,1.42,15.62,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0034,06BR080PON-P6 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,22.4,,89.78,,,,2.38,,4.01,43.5,10.04,1.04,11.05,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0035,06BR080PON-P6 (n),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,21.28,,63.78,,,,1.87,,3,36.27,9.5,0.97,10.45,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0036,06BR080PON-P7(B),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,5.87,,90.43,,,,1.5,,15.41,27.12,10.15,1.01,11.17,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0037,06BR080PON-P7 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,8.81,,103.67,,,,1.91,,11.77,33.17,10.56,1.06,11.62,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0038,06BR080PON-P7 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,17.06,,76.76,,,,2.05,,4.5,35.1,10.73,1.09,11.81,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0039,06BR080PON-P7 (n),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,28.99,,70.69,,,,3.12,,2.44,45.6,12.57,1.26,13.82,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0040,06BR080PON-P9(B),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,4.15,,103.8,,,,1.16,,25.01,28.54,7.47,0.74,8.22,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0041,06BR080PON-P9 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,6.42,,156.06,,,,1.99,,24.31,43.09,8.48,0.85,9.33,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0042,06BR080PON-P9 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,26.8,,90,,,,3.5,,3.36,47.95,13.4,1.34,14.74,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0043,06BR080PON-P9(N),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,44.55,,61.78,,,,5.41,,1.39,59.07,16.84,1.69,18.52,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0044,06BR080PON-P9 (n),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,24.3,,97.33,,,,2.76,,4.01,47.17,10.75,1.08,11.82,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0045,06BR080PON-P10 - 1(b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,8.62,,109,,,,2.33,,12.64,34.24,12.5,1.25,13.75,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0046,06BR080PON-P10 - 2,,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,20.01,,65.57,,,,2.24,,3.28,35.42,11.64,1.17,12.81,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0047,06BR080PON-P10 - 3,,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,479.81,,580.11,,,,58.02,,1.21,616.13,17.3,1.7,19.03,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0048,06BR080PON-P10-4(N),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,9.93,,17.1,,,,1.35,,1.72,13.95,17.8,1.78,19.58,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0049,06BR080PON-P10 - 4(n),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,21.44,,33.04,,,,3.62,,1.54,29.21,22.77,2.58,25.05,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0050,06BR082PON-P1 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,8.04,,597.26,,,,7.85,,74.32,148.39,9.71,0.98,10.69,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0051,06BR082PON-P1 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,9.25,,696.57,,,,8.25,,75.27,172.95,8.76,0.89,9.63,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0052,06BR082PON-P3(B),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,9,,23.31,,,,1.38,,2.59,14.48,17.46,1.75,19.21,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0053,06BR082PON-P3 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,8.75,,618.32,,,,10.62,,70.65,154.06,12.66,1.3,13.92,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0054,06BR082PON-P4 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,8.37,,486.12,,,,6.57,,58.05,122.61,9.85,1,10.83,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0055,06BR082PON-P5 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,13.07,,667.24,,,,9.91,,51.03,169.88,10.72,1.09,11.79,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0056,06BR082PON-P5 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,13.54,,603.4,,,,9.52,,44.57,155.34,11.25,1.15,12.37,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0057,06BR082PON-P6 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,8.44,,578.91,,,,11.55,,68.59,144.48,14.67,1.49,16.14,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0058,06BR082PON-P6 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,7.72,,484.12,,,,8.83,,62.71,121.49,13.35,1.35,14.68,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0059,06BR082PON-P7 (b),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,7.07,,544.92,,,,8.4,,77.03,135.13,11.41,1.15,12.55,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0060,06BR082PON-P7 (m),,"Ponta Grossa, Ceará",Brazil,"4°37'44.580""S","37°30'16.920""W",665869.0301,9488165.018,24M,14,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,6.32,,467.34,,,,7.2,,73.98,116.14,11.38,1.16,12.52,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0061,LGSLG11-P1-1(b),,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,38.16,,93.99,,,,12.57,,2.46,60.25,38.27,5.98,42.1,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0062,LGSLG11-P1 - 2,,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,18.59,,156.63,,,,5.5,,8.42,55.4,18.23,1.83,20.06,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0063,LGSLG11-P1 - 3,,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,65.73,,77.67,,,,9.41,,1.18,83.99,20.58,2.07,22.64,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0064,LGSLG11-P1 - 4,,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,76.47,,80.33,,,,10.91,,1.05,95.34,21.03,2.1,23.13,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0065,LGSLG11-P1 - 5,,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,19.53,,91.4,,,,5.88,,4.68,41,26.32,2.65,28.95,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0066,LGSLG11-P2 - 1(b),,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,69.87,,185.79,,,,14.74,,2.66,113.53,23.84,2.79,26.22,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0067,LGSLG11-P2 - 2,,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,15.31,,111.74,,,,3.59,,7.3,41.57,15.85,1.59,17.44,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0068,LGSLG11-P2 - 3,,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,20.35,,141.38,,,,4.83,,6.95,53.58,16.55,1.66,18.21,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
#04,#04-0069,LGSLG11-P2 - 4,,"Lagoa Salgada, Rio Grande do Norte",Brazil,"5°8'37.040""S","35°32'24.026""W",218400.021,9430900.033,25M,0,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,23.28,,102.91,,,,5.58,,4.42,47.46,21.61,2.16,23.77,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
