RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#11,#11-0011,PB 13-7 G2,08BZD,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,3.38,,33.22,,,,0.1,,9.83,11.18,1.69,,1.85,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0012,PB 45-4 G1,08BZG,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,1.28,,38.24,,,,0.05,,29.94,10.26,0.88,,0.97,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0013,PB 50-1 G1,08BZH,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,1.76,,12.85,,,,0.03,,7.28,4.79,1.28,,1.41,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0014,PB 50-1 G2,08BZI,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,1.97,,12.82,,,,0.27,,6.5,4.98,9.8,,10.78,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0015,PB 50-3 G1,08BZJ,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,3.39,,97.61,,,,0.2,,28.78,26.33,1.39,,1.53,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0016,PB 50-4 G1,08BZK,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,2.25,,29.48,,,,0.79,,13.12,9.17,15.82,,17.4,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0017,PB 50-4 G2,08BZM,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,2.77,,30.2,,,,0.13,,10.92,9.86,2.33,,2.57,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0018,PB 59-2 G1,08BZN,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,4.05,,32.04,,,,0.07,,7.91,11.58,1.16,,1.27,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0019,PB 59-2 G2,08BZO,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,6.63,,30.97,,,,0.07,,4.67,13.9,0.95,,1.04,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0020,PB 60-1_a G1,08BZP,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,1.47,,23.48,,,,0.07,,15.94,6.99,1.93,,2.12,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0021,PB 60-1_b G1,08BZR,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,2.52,,35.1,,,,0.07,,13.92,10.77,1.25,,1.37,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0022,PB 64-2 G2,08BZS,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,2.02,,25.12,,,,0.19,,12.42,7.93,4.39,,4.83,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0023,PB 67-1b_1 G1,08BZT,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,3.75,,44.65,,,,0.26,,11.9,14.24,3.32,,3.66,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0024,PB 67-1b_1 G2,08BZU,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,2.58,,25.43,,,,0.2,,9.87,8.55,4.24,,4.66,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0025,PB 67-1b_2 G1,08BZV,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,3.84,,55.64,,,,0.4,,14.49,16.91,4.37,,4.81,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0026,PB 67-1b_2 G2,08BZW,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,2.54,,34.05,,,,0.24,,13.41,10.54,4.11,,4.52,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0027,PB 67-3 G1,08BZE,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,3.12,,27.6,,,,0.1,,8.86,9.6,2.01,,2.21,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0028,PB 69-6 G1,08BZX,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,6.56,,89.27,,,,0.94,,13.6,27.54,6.26,,6.88,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0029,PB 69-6 G2,08BZY,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,5.14,,87.67,,,,0.54,,17.05,25.75,3.86,,4.25,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0030,PB 71-3 G1,08BZZ,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,1.23,,51.6,,,,1.24,,41.94,13.36,17.03,,18.73,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0031,PB 71-3 G2,08CBB,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,0.76,,61.62,,,,1.38,,81.07,15.24,16.61,,18.27,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0032,PB 71-4 G1,08CBC,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,1.56,,87.07,,,,1.17,,55.76,22.02,9.71,,10.69,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0033,PB 82-2 G1,08CBD,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,1.95,,28.49,,,,0.09,,14.62,8.64,1.84,,2.03,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0034,PB 82-5 G1,08CBE,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,1.33,,9.43,,,,0.1,,7.07,3.55,5.19,,5.71,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11,#11-0035,PB 82-5 G2,08CEB,Paraíba,Brazil,"07°06'31.70""S","34°57'48.37""W",283145.674,9213763.021,25M,,,goethite,"sandstones, mudstones, heterolithic deposits and conglomerates",Lateritized continental sediments,3.37,,13.07,,,,0.12,,3.88,6.44,3.52,,3.87,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
