RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#18,#18-0011,ZK1217-40X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.01,45.28,2.29,0.03,2.66,0.2,,,,,,,,,,,,,,,,,,,45.18,0.4,0.43,0,0.65,0.01,0.155,0.001,
#18,#18-0012,ZK1217-40Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.03,9.03,2.68,0.05,3.12,0.25,,,,,,,,,,,,,,,,,,,8.96,0.12,0.3,0,0.15,0,0.028,0,
#18,#18-0013,ZK1217-51X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.16,4.83,1.81,0.03,2.1,0.17,,,,,,,,,,,,,,,,,,,4.66,0.06,0.73,0.01,0.66,0.02,0.011,0,
#18,#18-0014,ZK1217-51Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.2,4.48,5.54,0.1,6.44,0.52,,,,,,,,,,,,,,,,,,,4.28,0.07,0.87,0.01,0.67,0.04,0.032,0,
#18,#18-0015,ZK1217-57X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.03,60.92,2.28,0.03,2.65,0.2,,,,,,,,,,,,,,,,,,,60.49,0.58,1.84,0.01,0.55,0.01,0.154,0,
#18,#18-0016,ZK1217-69X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.02,141.18,3.33,0.04,3.87,0.29,,,,,,,,,,,,,,,,,,,140.36,1.27,3.47,0.03,1.22,0.01,0.607,0.002,
#18,#18-0017,ZK1217-69Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.02,305.54,0.82,0.01,0.95,0.07,,,,,,,,,,,,,,,,,,,303.98,2.71,6.63,0.06,1.77,0.04,0.322,0.001,
#18,#18-0018,ZK1217-79X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.01,68.33,2.08,0.02,2.42,0.18,,,,,,,,,,,,,,,,,,,68.2,0.61,0.55,0,0.53,0.01,0.286,0.001,
#18,#18-0019,ZK1217-79Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.01,122.16,3.11,0.03,3.62,0.27,,,,,,,,,,,,,,,,,,,122,1.09,0.66,0,0.62,0.01,0.599,0.002,
#18,#18-0020,ZK1217-91X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.01,109.82,2.26,0.03,2.63,0.2,,,,,,,,,,,,,,,,,,,109.47,0.97,1.49,0.01,0.51,0.01,0.32,0.001,
#18,#18-0021,ZK1217-91Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.02,73.96,1.94,0.02,2.26,0.17,,,,,,,,,,,,,,,,,,,73.65,0.65,1.31,0.01,0.62,0.01,0.186,0.001,
#18,#18-0022,ZK1217-91Z,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.02,57.9,2.18,0.03,2.53,0.2,,,,,,,,,,,,,,,,,,,57.59,0.52,1.33,0.01,0.95,0.05,0.163,0.001,
#18,#18-0023,ZK1217-96X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.1,178.22,1.21,0.01,1.41,0.1,,,,,,,,,,,,,,,,,,,173.95,1.63,18.15,0.13,1.9,0.02,0.226,0.001,
#18,#18-0024,ZK1217-96Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.14,110.68,0.86,0.01,1,0.08,,,,,,,,,,,,,,,,,,,107.07,1.01,15.36,0.11,1.32,0.02,0.085,0,
#18,#18-0025,ZK1217-100X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.1,56.86,0.74,0.01,0.86,0.07,,,,,,,,,,,,,,,,,,,55.6,0.49,5.36,0.03,1.73,0.02,0.055,0,
#18,#18-0026,ZK1217-100Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.08,99.11,0.63,0.01,0.73,0.06,,,,,,,,,,,,,,,,,,,97.29,0.86,7.74,0.05,2.81,0.03,0.08,0,
#18,#18-0027,4580X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.06,53.22,2.56,0.02,2.98,0.22,,,,,,,,,,,,,,,,,,,52.462,0.204,3.234,0.011,,,0.176,0.001,
#18,#18-0028,4580Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.11,40.69,2.61,0.02,3.03,0.22,,,,,,,,,,,,,,,,,,,39.636,0.203,4.505,0.013,,,0.137,0,
#18,#18-0029,4580Z,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.12,51.79,2.49,0.02,2.9,0.21,,,,,,,,,,,,,,,,,,,50.411,0.29,5.889,0.01,,,0.167,0.001,
#18,#18-0030,4615X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.01,219,1.18,0.01,1.37,0.1,,,,,,,,,,,,,,,,,,,218.37,2.01,2.7,0.02,0.48,0.01,0.323,0.001,
#18,#18-0031,4615Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.01,541.52,1.24,0.01,1.44,0.11,,,,,,,,,,,,,,,,,,,540.11,4.64,5.99,0.04,0.55,0.01,0.863,0.003,
#18,#18-0032,4630X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.05,30.27,3.24,0.04,3.77,0.29,,,,,,,,,,,,,,,,,,,29.91,0.28,1.55,0.01,0.43,0.01,0.145,0.001,
#18,#18-0033,4630Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.09,21.65,4.79,0.06,5.57,0.42,,,,,,,,,,,,,,,,,,,21.19,0.19,1.96,0.02,0.29,0,0.146,0,
#18,#18-0034,4653X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.08,183.05,1.19,0.01,1.38,0.1,,,,,,,,,,,,,,,,,,,179.69,1.8,14.29,0.09,0.54,0.01,0.305,0.001,
#18,#18-0035,4653Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.05,342.49,1,0.01,1.16,0.09,,,,,,,,,,,,,,,,,,,338.66,2.97,16.3,0.11,0.7,0.01,0.378,0.001,
#18,#18-0036,4673X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.6,4.42,0.87,0.01,1.01,0.08,,,,,,,,,,,,,,,,,,,3.88,0.04,2.31,0.01,0.01,0,0.005,0,
#18,#18-0037,4673Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.75,3.01,0.53,0.02,0.62,0.06,,,,,,,,,,,,,,,,,,,2.56,0.06,1.92,0.01,0,0,0.002,0,
#18,#18-0038,4685-x,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.01,50.94,1.18,0.02,1.37,0.11,,,,,,,,,,,,,,,,,,,50.82,0.47,0.53,0.01,0.34,0,0.077,0,
#18,#18-0039,4685-y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.01,103.25,1.23,0.02,1.43,0.11,,,,,,,,,,,,,,,,,,,102.9,0.91,1.49,0.01,0.51,0.01,0.165,0.001,
#18,#18-0040,4690X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.45,10.46,1.85,0.02,2.15,0.16,,,,,,,,,,,,,,,,,,,9.47,0.09,4.23,0.04,2,0.02,0.03,0,
#18,#18-0041,4690Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.22,11.94,2.19,0.04,2.55,0.21,,,,,,,,,,,,,,,,,,,11.36,0.17,2.47,0.01,0.44,0,0.034,0,
#18,#18-0042,4716X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.14,16.19,0.88,0.02,1.02,0.09,,,,,,,,,,,,,,,,,,,15.66,0.35,2.25,0.01,1.15,0.01,0.012,0,
#18,#18-0043,4716Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.1,10.86,0.65,0.01,0.76,0.06,,,,,,,,,,,,,,,,,,,10.62,0.11,1.02,0.01,0.82,0.01,0.009,0,
#18,#18-0044,4742X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.07,241.56,4.29,0.05,4.99,0.38,,,,,,,,,,,,,,,,,,,237.43,2.16,17.56,0.12,4.27,0.04,1.213,0.003,
#18,#18-0045,4742Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.45,34.05,3.06,0.04,3.56,0.27,,,,,,,,,,,,,,,,,,,30.82,0.33,13.74,0.09,0.75,0.01,0.198,0.001,
#18,#18-0046,4760X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.32,54.05,4.06,0.05,4.72,0.36,,,,,,,,,,,,,,,,,,,50.25,0.46,16.18,0.1,3.16,0.03,0.234,0.001,
#18,#18-0047,4760Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.17,96.33,4.27,0.05,4.97,0.38,,,,,,,,,,,,,,,,,,,92.71,0.92,15.39,0.11,7.08,0.07,0.402,0.001,
#18,#18-0048,4795X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.77,16.53,1.84,0.04,2.14,0.18,,,,,,,,,,,,,,,,,,,14.01,0.28,10.74,0.07,0.17,0,0.036,0,
#18,#18-0049,4795Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,1.02,11.15,3.17,0.05,3.69,0.29,,,,,,,,,,,,,,,,,,,8.99,0.12,9.21,0.06,0.41,0.01,0.047,0,
#18,#18-0050,4828X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,1.32,4.13,2.02,0.12,2.35,0.33,,,,,,,,,,,,,,,,,,,3.15,0.18,4.17,0.03,0.07,0,0.017,0,
#18,#18-0051,4855X,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.28,12.6,1.43,0.03,1.66,0.14,,,,,,,,,,,,,,,,,,,11.82,0.23,3.33,0.03,0.05,0,0.018,0,
#18,#18-0052,4855Y,,"Yulong deposit, Tibetan Plateau",China,31°24'30''N,97°44'00''E,379590.11,3475550.611,47R,,,goethite,"Quartz-sulfide stockworks and sulfide disseminations within altered porphyry intrusions, and stratiform Cu–Fe sulfide ores ",Gossans and Lateritized Cu-Au deposits,,,,,,,,,0.6,6.35,1.86,0.12,2.16,0.32,,,,,,,,,,,,,,,,,,,5.57,0.35,3.33,0.02,0.03,0,0.011,0,
