RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#15,#15-0012,QF57B2c,09SBR,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°3'36.592""S","44°01'28.282""W",602005,7781563,23K,1400,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.41,0.05,31.22,0.33,,,0.31,0.01,12.93,9.75,5.86,0.16,6.45,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0013,QF37A1b,09SBT,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.69,0.05,6.17,0.14,,,0.57,0.01,3.65,3.14,33.09,1.11,36.4,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0014,QF37A1c,09RWZ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,9.4,0.13,4.91,0.11,,,0.63,0.01,0.52,10.55,11.02,0.27,12.13,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0015,QF37A2a,09SCU,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.02,0.04,6.76,0.09,,,0.36,0.02,1.68,5.61,11.81,0.27,12.99,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0016,QF37A2c,09QVI,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.66,0.06,12.66,0.18,,,0.22,0.01,4.76,5.63,7.05,0.19,7.76,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0017,QF37B1a,09QUY,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,8.05,0.12,25.48,0.34,,,0.14,0,3.16,14.04,1.9,0.05,2.09,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0018,QF37B1b,09QUO,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.55,0.03,0.41,0.02,,,0.26,0.01,0.27,1.64,28.8,0.85,31.68,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0019,QF37B1c,09RXH,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,11.95,0.19,28.45,0.41,,,0.31,0,2.38,18.64,3.09,0.08,3.4,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0020,QF37B2a,09SBP,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.36,0.06,4.45,0.1,,,0.03,0,1.89,3.4,1.53,0.09,1.69,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0021,QF37B2c,09SBV,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4,0.08,4.02,0.09,,,0.02,0,1,4.94,0.71,0.05,0.78,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0022,QF37C1a,09SBZ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.74,0.04,0.07,0.01,,,0.23,0.01,0.03,2.76,15.41,0.38,16.95,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0023,QF37C1b,09SCT,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.16,0.03,0.06,0.01,,,0.26,0.02,0.03,2.17,21.96,0.54,24.15,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0024,QF37C1c,09RWU,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,6.32,0.07,0.28,0.02,,,0.49,0.02,0.04,6.38,13.96,0.32,15.36,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0025,QF37C2a,09QVJ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,23.16,0.1,15.68,0.22,,,1.43,0.03,0.68,26.84,9.83,0.2,10.81,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0026,QF37C2b,09QUZ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,37.23,0.19,39.78,0.51,,,0.73,0.01,1.07,46.58,2.88,0.06,3.17,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
#15,#15-0027,QF37C2c,09QUP,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°8'5.535""S","43°24'22.212""W",666597,7772796,23K,889,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.66,0.07,12.74,0.17,,,0.29,0.01,2.73,7.65,6.9,0.17,7.59,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
