RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Geological_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#16,#16-0011,PR0933G_B,09MRC,"Vila Velha, Paraná",Brazil,25°15'09.13?S,49°59'52.13?W,,,,911,,goethite,sandstones,Lateritized continental sediments,82.71,0.55,4.40,0.22,38.81,,5.64,,0.05,83.74,12.37,,13.61,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0012,PR0933G_B,09MRD,"Vila Velha, Paraná",Brazil,25°15'09.13?S,49°59'52.13?W,,,,911,,goethite,sandstones,Lateritized continental sediments,25.53,0.09,0.15,0.02,2.49,,1.11,,0.01,25.57,8.01,,8.81,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0013,PR0933Gfract,09MSH,"Vila Velha, Paraná",Brazil,25°15'09.13?S,49°59'52.13?W,,,,911,,goethite,sandstones,Lateritized continental sediments,13.45,0.07,0.19,0.02,2.19,,1.07,,0.01,13.49,14.56,,16.02,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0014,PR0933E-3,09MSJ,"Vila Velha, Paraná",Brazil,25°15'08.28?S,49°59'51.77?W,,,,918,,goethite,sandstones,Lateritized continental sediments,11.73,0.05,0.72,0.03,1.28,,0.70,,0.06,11.90,10.80,,11.88,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0015,PR0933E-3,09MSK,"Vila Velha, Paraná",Brazil,25°15'08.28?S,49°59'51.77?W,,,,918,,goethite,sandstones,Lateritized continental sediments,13.89,0.07,0.95,0.04,3.46,,1.22,,0.07,14.11,15.88,,17.47,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0016,PR0933A,09MSL,"Vila Velha, Paraná",Brazil,25°15'08.12?S,49°59'55.57?W,,,,910,,goethite,sandstones,Lateritized continental sediments,16.84,0.07,0.06,0.02,2.36,,0.98,,0.00,16.85,10.70,,11.77,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0017,PR0933A,09MSM,"Vila Velha, Paraná",Brazil,25°15'08.12?S,49°59'55.57?W,,,,910,,goethite,sandstones,Lateritized continental sediments,13.98,0.15,0.26,0.05,1.84,,0.64,,0.02,14.04,8.43,,9.27,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0018,PR0933 bota,09MSN,"Vila Velha, Paraná",Brazil,25°15'07.86?S,49°59'56.03?W,,,,908,,goethite,sandstones,Lateritized continental sediments,17.59,0.06,0.39,0.03,2.07,,0.92,,0.02,17.68,9.54,,10.49,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0019,PR0933 bota,09MSO,"Vila Velha, Paraná",Brazil,25°15'07.86?S,49°59'56.03?W,,,,908,,goethite,sandstones,Lateritized continental sediments,15.88,0.07,0.15,0.02,2.96,,0.81,,0.01,15.92,9.40,,10.34,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0020,PR0933A,09MSP,"Vila Velha, Paraná",Brazil,25°15'08.12?S,49°59'55.57?W,,,,910,,goethite,sandstones,Lateritized continental sediments,23.89,0.15,0.25,0.05,5.29,,1.23,,0.01,23.95,9.43,,10.37,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0021,PR0933B1,09MSQ,"Vila Velha, Paraná",Brazil,25°15'07.20?S,50°00'02.44?W,,,,900,,goethite,sandstones,Lateritized continental sediments,15.64,0.09,0.04,0.03,3.03,,0.94,,0.00,15.65,11.06,,12.17,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0022,PR0933B1,09MSR,"Vila Velha, Paraná",Brazil,25°15'07.20?S,50°00'02.44?W,,,,900,,goethite,sandstones,Lateritized continental sediments,22.53,0.08,0.09,0.02,4.79,,1.19,,0.00,22.55,9.67,,10.64,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0023,PR0933B1A,09MSS,"Vila Velha, Paraná",Brazil,25°15'07.20?S,50°00'02.44?W,,,,900,,goethite,sandstones,Lateritized continental sediments,16.96,0.06,0.55,0.03,3.21,,0.96,,0.03,17.09,10.35,,11.39,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0024,PR0933B1A,09MST,"Vila Velha, Paraná",Brazil,25°15'07.20?S,50°00'02.44?W,,,,900,,goethite,sandstones,Lateritized continental sediments,9.49,0.07,2.43,0.05,1.77,,0.95,,0.26,10.06,17.36,,19.10,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0025,PR0933 bota,09MSU,"Vila Velha, Paraná",Brazil,25°15'07.86?S,49°59'56.03?W,,,,908,,goethite,sandstones,Lateritized continental sediments,16.38,0.08,0.35,0.03,2.34,,1.00,,0.02,16.46,11.18,,12.30,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0026,PR0933 bota,09MSV,"Vila Velha, Paraná",Brazil,25°15'07.86?S,49°59'56.03?W,,,,908,,goethite,sandstones,Lateritized continental sediments,13.68,0.11,0.36,0.04,2.32,,1.00,,0.03,13.76,13.32,,14.65,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0027,PR0933H,09MSW,"Vila Velha, Paraná",Brazil,25°15'07.95?S,49°59'54.96?W,,,,918,,goethite,sandstones,Lateritized continental sediments,32.69,0.11,0.38,0.02,5.34,,1.29,,0.01,32.78,7.21,,7.93,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0028,PR0933H,09MSX,"Vila Velha, Paraná",Brazil,25°15'07.95?S,49°59'54.96?W,,,,918,,goethite,sandstones,Lateritized continental sediments,29.25,0.10,0.56,0.02,2.71,,1.21,,0.02,29.38,7.58,,8.34,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0029,PR0717,09IIP,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,25.26,0.09,41.41,0.38,4.23,,4.96,,1.64,34.99,26.00,,28.60,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0030,PR0717,09IIR,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,24.83,0.09,42.19,0.41,4.18,,5.05,,1.70,34.74,26.68,,29.35,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0031,PR0717,09IJP,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,21.11,0.07,19.85,0.21,3.43,,1.80,,0.94,25.77,12.83,,14.11,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0032,PR0717,09IJQ,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,20.21,0.07,21.24,0.21,3.36,,2.05,,1.05,25.20,14.97,,16.47,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0033,PR0717,09IJU,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,18.51,0.07,28.92,0.23,2.63,,2.31,,1.56,25.31,16.74,,18.41,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0034,PR0717,09IKM,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,23.57,0.08,63.81,0.41,4.03,,5.22,,2.71,38.57,24.85,,27.34,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0035,PR0717int,09MNG,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,18.58,0.07,28.52,0.28,3.28,,3.54,,1.53,25.28,25.70,,28.27,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0036,PR0717int,09MNH,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,26.30,0.09,45.38,0.34,4.57,,4.87,,1.73,36.96,24.21,,26.63,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0037,PR0717int2,09MNI,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,17.47,0.06,25.81,0.27,2.99,,3.58,,1.48,23.54,27.93,,30.72,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0038,PR0717int2,09MNJ,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,14.32,0.06,25.54,0.27,2.79,,3.16,,1.78,20.32,28.59,,31.45,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0039,PR0717int,09MOV,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,11.12,0.05,24.61,0.25,2.84,,2.94,,2.21,16.90,31.95,,35.15,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0040,PR0717int,09MOW,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,10.46,0.08,13.00,0.18,2.94,,2.34,,1.24,13.52,31.75,,34.93,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0041,PR0717-z.mosq,09MPH,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,37.95,0.13,52.60,0.47,2.14,,4.67,,1.39,50.31,17.06,,18.77,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0042,PR0717-z.mosq,09MPI,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,43.96,0.15,78.11,0.52,2.47,,4.79,,1.78,62.32,14.14,,15.55,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
#16,#16-0043,PR0604,09MPU,"Serra das Almas, Paraná",Brazil,25°16'22?S,49°50'38?W,,,,1082,,goethite,sandstones,Lateritized continental sediments,32.68,0.11,34.97,0.35,2.72,,3.78,,1.07,40.90,16.97,,18.67,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
