RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#29,#29-0014,CDR#02A3_g1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55482,-52.17158,,,,222,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.9,,6.1,,,,0.03,,3.21,3.33,1.7,,1.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0015,CDR#02A3_g2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55482,-52.17158,,,,222,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.8,,8.9,,,,0.07,,4.94,3.89,3.3,,3.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0016,CDR#02A3_g3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55482,-52.17158,,,,222,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.1,,10.6,,,,0.14,,9.64,3.59,7,,7.7,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0017,CDR#02A3_g5,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55482,-52.17158,,,,222,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,2,,5.6,,,,0.06,,2.8,3.32,3.5,,3.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0018,CDR#02A3_g6,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55482,-52.17158,,,,222,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.4,,6.6,,,,0.02,,4.71,2.95,1,,1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0019,CDR#02A4_g1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55482,-52.17158,,,,222,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,2.4,,8,,,,0.08,,3.33,4.28,3.4,,3.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0020,CDR#02A4_g2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55482,-52.17158,,,,222,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.3,,5.7,,,,0.02,,4.38,2.64,1.7,,1.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0021,CDR#02A4_g3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55482,-52.17158,,,,222,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.9,,5.3,,,,0.05,,2.79,3.15,2.9,,3.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0022,CDR#02A4_g4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55482,-52.17158,,,,222,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,2.2,,5.3,,,,0.03,,2.41,3.45,1.5,,1.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0023,CDR#02A4_g5,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55482,-52.17158,,,,222,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,2.7,,6.4,,,,0.07,,2.37,4.2,3.1,,3.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0024,CDR#03A1_g2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.1,,6.8,,,,0.06,,6.18,2.7,3.9,,4.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0025,CDR#03A1_g3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.4,,4.9,,,,0.06,,12.25,1.55,7.7,,8.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0026,CDR#03A1_g4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.7,,3.8,,,,0.09,,5.43,1.59,10.6,,11.7,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0027,C341,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.7,,5.1,,,,0.02,,7.29,1.9,2,,2.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0028,C342,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.3,,3.2,,,,0.02,,10.67,1.05,3.3,,3.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0029,C343,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.5,,2.9,,,,0.01,,5.8,1.18,1.5,,1.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0030,C344,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.69,,3.48,,,,0.02,,5.04,1.51,2.2,,2.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0031,C345,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.52,,4.55,,,,0.02,,8.75,1.59,2.4,,2.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0032,C35A1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.7,,3.9,,,,0.08,,5.57,1.62,9.1,,10,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0033,C35A2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.8,,3.7,,,,0.05,,4.63,1.67,6,,6.6,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0034,C35A3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.8,,4,,,,0.06,,5,1.74,6.3,,6.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0035,C35B1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.7,,7,,,,0.07,,10,2.35,5.2,,5.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0036,C35B2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.8,,6.6,,,,0.06,,8.25,2.35,5,,5.3,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0037,C35B4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55317,-52.1723,,,,256,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.92,,6.65,,,,0.09,,7.23,2.48,6.6,,7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0038,C4A3A1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.9,,12.6,,,,0.04,,14,3.86,1.7,,1.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0039,C4A3A2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1,,17.1,,,,0.06,,17.1,5.02,2,,2.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0040,C4A3A3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1,,8.4,,,,0.03,,8.4,2.97,1.9,,2.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0041,C4A3A4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.1,,10.5,,,,0.04,,9.55,3.57,2.1,,2.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0042,C4A3A5,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.8,,8.5,,,,0.03,,10.63,2.8,2,,2.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0043,C4A3B1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.5,,3.4,,,,0.28,,2.27,2.3,22.2,,24.4,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0044,C4A3B2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,2.3,,2.6,,,,0.19,,1.13,2.91,11.7,,12.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0045,C4A3B3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,2,,3.8,,,,0.3,,1.9,2.89,19.3,,21.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0046,C4A3B4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,2,,2.9,,,,0.13,,1.45,2.68,8.8,,9.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0047,C4A3B6,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.94,,2.69,,,,0.14,,1.39,2.57,9.9,,10.9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0048,C4C4A1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.8,,5.7,,,,0.04,,7.13,2.14,3.3,,3.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0049,C4C4A2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.9,,6.3,,,,0.03,,7,2.38,2.5,,2.8,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0050,C4C4A3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.6,,6.9,,,,0.02,,11.5,2.22,2.1,,2.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0051,C4C4A4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.55095,-52.1745,,,,307,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.9,,7.3,,,,0.03,,8.11,2.62,2.2,,2.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0052,10B2AB1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56897,-52.21697,,,,300,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.8,,9.92,,,,0.08,,5.51,4.13,3.5,,3.9,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0053,10B2AB2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56897,-52.21697,,,,300,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,2.16,,11.86,,,,0.13,,5.49,4.95,4.8,,5.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0054,10B2AB3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56897,-52.21697,,,,300,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.51,,9.61,,,,0.11,,6.36,3.77,5.2,,5.7,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0055,10B2BB2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56897,-52.21697,,,,300,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.62,,14.87,,,,0.13,,9.18,5.11,4.7,,5.2,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0056,10B2BB3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56897,-52.21697,,,,300,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,5.21,,11.3,,,,0.13,,2.17,7.87,2.9,,3.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0057,K1A5BB1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.52,,0.83,,,,0.02,,1.6,0.72,4.6,,5.1,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0058,K1A5BII1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.67,,4.77,,,,0.07,,7.12,1.79,7,,7.7,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0059,K1A5BII2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.69,,4,,,,0.07,,5.8,1.63,8.7,,9.6,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0060,K1A5BII4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.45,,3.7,,,,0.06,,8.22,1.32,8.8,,9.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0061,K1A5BII5,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.56,,7.83,,,,0.13,,5.02,3.4,7,,7.7,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0062,K1A5CII2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.45,,0.14,,,,0.01,,0.31,0.48,4.7,,5.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0063,K1A5CII3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.46,,0.15,,,,0.01,,0.33,0.5,4.9,,5.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0064,K1A5CII4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.38,,0.26,,,,0.02,,0.68,0.44,6.3,,6.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0065,K1A5CII5,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.46,,0.54,,,,0.02,,1.17,0.59,7.8,,8.6,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0066,K1A5CII6,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.53,,0.36,,,,0.02,,0.68,0.61,6.3,,6.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0067,K1A5D1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.47,,1.61,,,,0.05,,3.43,0.85,11.2,,12.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0068,K1A5D2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.43,,1.51,,,,0.06,,3.51,0.78,13.9,,15.3,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0069,K1A5D3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.36,,1.3,,,,0.03,,3.61,0.67,7.6,,8.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0070,K1A5D4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.46,,1.48,,,,0.03,,3.22,0.81,7.6,,8.4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0071,K21BA1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.99,,14.29,,,,0.11,,7.18,5.35,3.8,,4.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0072,K21BA2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.45,,17.48,,,,0.14,,12.06,5.56,4.7,,5.2,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0073,K21BA3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.85,,15.25,,,,0.11,,8.24,5.43,3.9,,4.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0074,K21BA4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.93,,11.74,,,,0.1,,6.08,4.69,4,,4.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0075,K21BB1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,2.63,,21.18,,,,0.13,,8.05,7.61,3.2,,3.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0076,K21BB2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,3.04,,14.25,,,,0.12,,4.69,6.39,3.4,,3.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0077,K21BB3,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,3.22,,28.56,,,,0.13,,8.87,9.93,2.4,,2.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0078,K21HA1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.74,,7.25,,,,0.06,,9.8,2.44,4.6,,4.8,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0079,K21HA2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.88,,11.47,,,,0.06,,13.03,3.58,3.4,,3.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0080,K21HA4,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.7,,8.62,,,,0.06,,12.31,2.73,4.3,,4.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0081,K21HA6,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,Gt-Ht-mix,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.7,,9.53,,,,0.05,,13.61,2.94,2.9,,3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0082,K21HC1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,0.99,,4.6,,,,0.05,,4.65,2.07,4,,4.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0083,K21HC2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,2.04,,12.67,,,,0.15,,6.21,5.02,5.6,,6.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0084,K23DB1,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,2.02,,19.52,,,,0.08,,9.66,6.61,2.3,,2.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
#29,#29-0085,K23DB2,,Roura-Fourgassié-Kaw mountain,French Guiana,4.56364,-52.2175,,,,220,0,goethite,Acid to intermediate metavolcanites,Lateritized igneous rocks,1.57,,17.02,,,,0.13,,10.84,5.57,4.2,,4.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
