RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#31,#31-0035,18FAR02-2,,High Atlas,Morocco,"31°2'29""N","7°27'57""W",646405.838,3435199.78,29R,1711,,goethite,Laminated dolostone with chert nodules,Karst,3.9,,0.2,,,,,,0.05,3.95,60.5,3,60.5,3,,,,,,,,,28999,435,,,,,,,,,,,,,,,,,
#31,#31-0036,18FAR02-3,,High Atlas,Morocco,"31°2'29""N","7°27'57""W",646405.838,3435199.78,29R,1711,,goethite,Laminated dolostone with chert nodules,Karst,4.9,,1.9,,,,,,0.39,5.35,55.9,2.8,55.9,2.8,,,,,,,,,36377,546,,,,,,,,,,,,,,,,,
#31,#31-0037,18FAR02-4,,High Atlas,Morocco,"31°2'29""N","7°27'57""W",646405.838,3435199.78,29R,1711,,goethite,Laminated dolostone with chert nodules,Karst,5.5,,0.3,,,,,,0.05,5.57,66.3,3.3,66.3,3.3,,,,,,,,,44849,673,,,,,,,,,,,,,,,,,
#31,#31-0038,18FAR02-5,,High Atlas,Morocco,"31°2'29""N","7°27'57""W",646405.838,3435199.78,29R,1711,,goethite,Laminated dolostone with chert nodules,Karst,13.7,,0.6,,,,,,0.04,13.84,61.2,3.1,61.2,3.1,,,,,,,,,104466,1567,,,,,,,,,,,,,,,,,
#31,#31-0039,18TIF20-1,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,20.5,,0.9,,,,,,0.04,20.71,46.5,2.3,46.5,2.3,,,,,,,,,116751,1751,,,,,,,,,,,,,,,,,
#31,#31-0040,18TIF20-2,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,21.1,,0.1,,,,,,0,21.12,53.1,2.7,53.1,2.7,,,,,,,,,135938,2039,,,,,,,,,,,,,,,,,
#31,#31-0041,18TIF20-3,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,16.6,,0.6,,,,,,0.04,16.74,62.3,3.1,62.3,3.1,,,,,,,,,126592,1899,,,,,,,,,,,,,,,,,
#31,#31-0042,18TIF20-4,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,21.8,,0.2,,,,,,0.01,21.85,56.1,2.8,56.1,2.8,,,,,,,,,148619,2229,,,,,,,,,,,,,,,,,
#31,#31-0043,18TIF20-5,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,23.4,,5.4,,,,,,0.23,24.67,58.2,2.9,58.2,2.9,,,,,,,,,174474,2617,,,,,,,,,,,,,,,,,
#31,#31-0044,18PL25-1,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,3.2,,0.9,,,,,,0.28,3.41,56.1,2.8,56.1,2.8,,,,,,,,,23254,349,,,,,,,,,,,,,,,,,
#31,#31-0045,18PL25-2,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,2.2,,0.2,,,,,,0.09,2.25,67.1,3.4,67.1,3.4,,,,,,,,,18337,275,,,,,,,,,,,,,,,,,
#31,#31-0046,18PL25-3,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,3.1,,1.1,,,,,,0.35,3.36,64,3.2,64,3.2,,,,,,,,,26102,392,,,,,,,,,,,,,,,,,
#31,#31-0047,18PL25-5,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,1.3,,0.1,,,,,,0.08,1.32,78.2,3.9,78.2,3.9,,,,,,,,,12584,189,,,,,,,,,,,,,,,,,
#31,#31-0048,15PL02-1,,High Atlas,Morocco,"31°1'35""N","7°29'31""W",643936.353,3433502.999,29R,1763,,goethite,Laminated dolostone with chert nodules,Karst,6.5,,0,,,,,,0,6.5,66.5,3.3,66.5,3.3,,,,,,,,,52666,790,,,,,,,,,,,,,,,,,
#31,#31-0049,15PL02-2,,High Atlas,Morocco,"31°1'35""N","7°29'31""W",643936.353,3433502.999,29R,1763,,goethite,Laminated dolostone with chert nodules,Karst,6.2,,0.1,,,,,,0.02,6.22,77.5,3.9,77.5,3.9,,,,,,,,,58665,880,,,,,,,,,,,,,,,,,
#31,#31-0050,15PL02-3,,High Atlas,Morocco,"31°1'35""N","7°29'31""W",643936.353,3433502.999,29R,1763,,goethite,Laminated dolostone with chert nodules,Karst,7.3,,0,,,,,,0,7.3,71.1,3.6,71.1,3.6,,,,,,,,,63228,948,,,,,,,,,,,,,,,,,
#31,#31-0051,15PL02-4,,High Atlas,Morocco,"31°1'35""N","7°29'31""W",643936.353,3433502.999,29R,1763,,goethite,Laminated dolostone with chert nodules,Karst,8.2,,0,,,,,,0,8.2,79.1,4,79.1,4,,,,,,,,,79100,1186,,,,,,,,,,,,,,,,,
#31,#31-0052,18PL02B-2,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,13,,0,,,,,,0,13,81.2,4.1,81.2,4.1,,,,,,,,,128669,1930,,,,,,,,,,,,,,,,,
#31,#31-0053,18PL02B-3,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,11.1,,0.2,,,,,,0.02,11.15,79.8,4,79.8,4,,,,,,,,,108154,1622,,,,,,,,,,,,,,,,,
#31,#31-0054,18PL02B-4,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,10.7,,1.7,,,,,,0.16,11.1,81.8,4.1,81.8,4.1,,,,,,,,,110419,1656,,,,,,,,,,,,,,,,,
#31,#31-0055,18PL02B-5,,High Atlas,Morocco,"31°1'27""N","7°29'3""W",644682.069,3433266.803,29R,1766,,goethite,Laminated dolostone with chert nodules,Karst,11.2,,4.4,,,,,,0.39,12.23,74.6,3.7,74.6,3.7,,,,,,,,,110999,1665,,,,,,,,,,,,,,,,,
