RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Geological_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#14,#14-0011,Pic-06-01A/5b**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.12,0.01,0.80,0.03,,,0.00,0.00,6.50,0.31,1.56,0.27,1.72,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0012,Pic-06-01A/5c**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.14,0.01,1.96,0.04,,,0.00,0.00,13.88,0.60,0.53,0.12,0.59,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0013,Pic-06-01A/6a**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.31,0.02,2.03,0.06,,,0.01,0.00,6.45,0.79,1.24,0.24,1.36,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0014,Pic-06-01A/6b**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.18,0.01,1.33,0.05,,,0.00,0.00,7.36,0.49,0.69,0.36,0.76,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0015,Pic-06-01A/6c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.41,0.02,3.41,0.08,,,0.02,0.00,8.29,1.21,2.47,0.27,2.71,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0016,Pic-06-01A/7a**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.17,0.01,0.90,0.05,,,0.00,0.00,5.26,0.38,0.84,0.47,0.93,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0017,Pic-06-01A/7b**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.15,0.01,1.72,0.05,,,0.00,0.00,11.09,0.56,0.63,0.22,0.69,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0018,Pic-06-01A/7c**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.20,0.01,2.05,0.05,,,0.00,0.00,10.49,0.68,0.37,0.20,0.40,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0019,Pic-06-01A/8a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.61,0.02,9.06,0.15,,,0.03,0.00,14.97,2.73,1.91,0.21,2.11,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0020,Pic-06-01A/8b**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.23,0.01,2.06,0.05,,,0.00,0.00,9.15,0.71,0.42,0.19,0.47,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0021,Pic-06-01A/8c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.31,0.01,2.81,0.07,,,0.02,0.00,8.98,0.97,3.35,0.37,3.69,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0022,Pic-06-01B/1,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.30,0.01,1.62,0.05,,,0.01,0.00,5.40,0.68,1.39,0.15,1.53,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0023,Pic-06-01B/3,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.64,0.02,3.55,0.07,,,0.02,0.00,5.55,1.47,2.67,0.29,2.94,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0024,Pic-06-01B/3a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.38,0.02,2.94,0.07,,,0.01,0.00,7.84,1.07,2.34,0.26,2.57,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0025,Pic-06-01B/3b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.50,0.02,3.29,0.07,,,0.02,0.00,6.63,1.27,2.31,0.25,2.54,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0026,Pic-06-01B/3c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.35,0.02,2.08,0.06,,,0.01,0.00,5.97,0.84,2.23,0.25,2.45,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0027,Pic-06-01B/4,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.50,0.02,2.60,0.06,,,0.01,0.00,5.20,1.11,1.33,0.15,1.46,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0028,Pic-06-01B/5a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.19,0.01,2.00,0.05,,,0.01,0.00,10.30,0.66,1.91,0.21,2.10,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0029,Pic-06-01B/5b**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.22,0.01,2.36,0.06,,,0.01,0.00,10.58,0.78,1.28,0.17,1.40,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0030,Pic-06-01B/5c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.37,0.01,2.95,0.05,,,0.01,0.00,8.06,1.06,1.28,0.14,1.41,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0031,Pic-06-01C/2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.30,0.03,8.09,0.12,,,0.06,0.00,6.22,3.20,3.26,0.36,3.59,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0032,Pic-06-01C/2a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.66,0.06,15.89,0.23,,,0.11,0.01,5.97,6.40,3.07,0.34,3.38,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0033,Pic-06-01C/2b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.78,0.03,5.39,0.10,,,0.03,0.00,6.90,2.05,2.66,0.29,2.93,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0034,Pic-06-01C/2c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.81,0.02,5.01,0.09,,,0.06,0.00,6.22,1.98,5.13,0.56,5.64,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0035,Pic-06-01C/3,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.96,0.02,6.37,0.10,,,0.03,0.00,6.64,2.46,2.58,0.28,2.84,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0036,Pic-06-01C/5,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.76,0.02,3.87,0.07,,,0.02,0.00,5.09,1.67,2.54,0.28,2.79,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0037,Pic-06-01C/6a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.61,0.07,31.45,0.36,,,0.33,0.01,8.72,11.00,5.53,0.61,6.08,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0038,Pic-06-01C/6b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.71,0.02,6.19,0.10,,,0.07,0.00,8.73,2.16,6.04,0.66,6.64,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0039,Pic-06-01C/6c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.7240""S","43°52' 43.8816""W",7759727,617092,23 K,1495,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.75,0.02,1.91,0.04,,,0.01,0.00,2.55,1.20,1.80,0.20,1.98,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0040,Pic-06-02/1,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.47,0.02,1.79,0.05,,,0.00,0.00,3.81,0.89,0.78,0.09,0.86,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0041,Pic-06-02/2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.57,0.02,2.55,0.06,,,0.01,0.00,4.47,1.17,0.86,0.09,0.95,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0042,Pic-06-02/4**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.37,0.01,1.79,0.05,,,0.01,0.00,4.84,0.79,1.54,0.18,1.69,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0043,Pic-06-02/5**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.83,0.02,3.15,0.06,,,0.01,0.00,3.80,1.57,1.26,0.18,1.39,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0044,Pic-06-02/6,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.75,0.02,2.19,0.05,,,0.01,0.00,2.92,1.26,0.96,0.11,1.06,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0045,Pic-06-02/7,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.76,0.02,3.24,0.07,,,0.02,0.00,4.26,1.52,1.93,0.21,2.12,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0046,Pic-06-02/8,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.79,0.02,2.86,0.06,,,0.01,0.00,3.62,1.46,1.61,0.18,1.77,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0047,Pic-06-02/9**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.49,0.02,2.12,0.05,,,0.00,0.00,4.33,0.99,0.68,0.20,0.75,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0048,Pic-06-02/10a**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.14,0.01,0.81,0.03,,,0.00,0.00,5.76,0.33,1.85,0.29,2.04,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0049,Pic-06-02/10b**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.24,0.01,1.49,0.05,,,0.01,0.00,6.15,0.59,1.65,0.26,1.81,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0050,Pic-06-02/10c**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.18,0.01,1.40,0.04,,,0.00,0.00,7.75,0.51,1.58,0.26,1.74,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0051,Pic-06-02/11a**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.16,0.01,1.58,0.03,,,0.00,0.00,9.68,0.54,0.41,0.09,0.45,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0052,Pic-06-02/11b**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.19,0.01,1.29,0.04,,,0.00,0.00,6.80,0.49,1.72,0.23,1.89,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0053,Pic-06-02/11c**,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15' 23.4720""S","43°52' 43.5036""W",7759735,617103,23 K,1490,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.15,0.01,1.54,0.04,,,0.00,0.00,10.48,0.51,0.96,0.17,1.05,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0054,Pic-06-03/1,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1480,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.44,0.05,13.53,0.17,,,0.44,0.01,5.55,5.62,14.29,1.57,15.72,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0055,Pic-06-03/2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1480,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,5.64,0.10,4.09,0.07,,,0.35,0.01,0.73,6.60,9.85,1.08,10.84,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0056,Pic-06-03/3,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1480,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.06,0.04,9.68,0.13,,,0.07,0.00,4.70,4.33,3.03,0.33,3.33,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0057,Pic-06-03/4,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1480,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.30,0.05,9.25,0.13,,,0.31,0.01,4.02,4.47,12.73,1.40,14.00,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0058,Pic-06-03/5,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1480,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.62,0.07,3.68,0.07,,,0.45,0.01,1.02,4.48,18.26,2.01,20.09,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0059,Pic-06-03/6a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1480,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.22,0.04,2.79,0.05,,,0.35,0.01,1.26,2.87,22.14,2.44,24.36,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0060,Pic-06-03/6b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1480,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.83,0.05,10.77,0.15,,,0.51,0.02,3.80,5.37,17.57,1.93,19.32,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0061,Pic-06-03/6c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1480,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.57,0.04,31.30,0.28,,,0.36,0.01,12.18,9.93,6.72,0.74,7.39,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0062,Pic-06-04/2,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1475,20,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.06,0.08,0.36,0.03,,,0.60,0.02,0.09,4.14,26.74,2.94,29.41,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0063,Pic-06-04/2a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1475,20,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.98,0.06,0.06,0.03,,,0.42,0.01,0.02,3.00,26.03,2.86,28.63,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0064,Pic-06-04/2b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1475,20,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.09,0.07,0.06,0.04,,,0.85,0.03,0.02,3.11,50.26,5.53,55.29,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0065,Pic-06-04/2c,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1475,20,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.09,0.05,0.04,0.02,,,0.49,0.02,0.01,3.10,29.02,3.19,31.92,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0066,Pic-06-04/3,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1475,20,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.29,0.05,0.22,0.03,,,0.35,0.01,0.10,2.34,27.36,3.01,30.10,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0067,Pic-06-04/3a,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1475,20,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.20,0.05,0.05,0.02,,,0.38,0.01,0.02,2.21,31.32,3.45,34.45,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
#14,#14-0068,Pic-06-04/3b,,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°15'23.7960""S","43°52'43.8816""W",7759725,617092,23 K,1475,20,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.17,0.04,0.05,0.02,,,0.38,0.01,0.02,2.18,31.63,3.48,34.79,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
