RefID,SampleID,SampleName,LaboratoryCode,Calculated_Age_(Ma),±_CalcAge,Corrected_Age_(Ma)_[5-15%_or_4/3],±_CorrAge
26,26.0009,13OULI-A,,0.70,0.00,0.77,0.08
26,26.001,13OULI-B,,0.50,0.00,0.55,0.06
26,26.0011,13OULI-C,,0.60,0.00,0.66,0.07
26,26.0012,140B-02-A,,0.70,0.00,0.77,0.08
26,26.0013,140B-02-B,,1.00,0.10,1.10,0.11
26,26.0014,140B-02-C,,0.60,0.00,0.66,0.07
,,,,,,,
27,27.0001,25450-1,,8.20,0.30,8.20,0.90
27,27.0002,25450-2,,11.20,0.40,11.20,1.20
27,27.0003,25450-3,,12.50,0.40,12.50,1.30
27,27.0004,25450-4,,12.10,0.40,12.10,1.30
27,27.0005,25450-5,,13.40,0.60,13.40,1.40
27,27.0006,25451-A-1,,13.90,0.40,13.90,1.50
27,27.0007,25451-A-2,,13.70,0.40,13.70,1.40
27,27.0008,25451-A-3,,13.70,0.40,13.70,1.40
27,27.0009,25451-A-4,,14.30,0.50,14.30,1.50
27,27.001,25451-A-5,,14.40,0.50,14.40,1.50
27,27.0011,25451-B-1,,17.90,0.60,17.90,1.90
27,27.0012,25451-B-2,,19.00,0.60,19.00,2.00
27,27.0013,25451-B-3,,19.10,0.70,19.10,2.00
27,27.0014,25451-B-4,,19.20,0.60,19.20,2.00
27,27.0015,25451-B-5,,17.80,0.60,17.80,1.90
,,,,,,,
28,28.0001,NA-18-08_P01(a), 16DWR,2.51,0.03,2.76,0.28
28,28.0002,NA-18-08_P01(b), 16DYE,3.28,0.04,3.60,0.36
28,28.0003,NA-18-08_P01(c), 16DYL,3.57,0.04,3.92,0.39
28,28.0004,NA-18-08_P01, 16GBM,2.20,0.03,2.42,0.24
28,28.0005,NA-18-08_P02(a), 16DWS,2.58,0.03,2.83,0.28
28,28.0006,NA-18-08_P02(b), 16DWY,2.68,0.03,2.95,0.29
28,28.0007,NA-18-08_P02(c), 16DYO,2.54,0.03,2.80,0.28
28,28.0008,NA-18-08_P04(a), 16DWT,2.21,0.02,2.43,0.24
28,28.0009,NA-18-08_P04(b), 16DYU,2.12,0.03,2.33,0.23
28,28.001,NA-18-08_P04, 16GBR,2.75,0.03,3.02,0.30
28,28.0011,NA-18-08_P05, 16FVU,1.85,0.02,2.03,0.20
28,28.0012,NA-18-08_P05, 16FVZ,2.01,0.03,2.21,0.22
28,28.0013,NA-18-08_P05, 16GCA,1.66,0.02,1.82,0.18
28,28.0014,NA-18-08_P06(a), 16DYF,2.50,0.03,2.75,0.27
28,28.0015,NA-18-08_P06(b), 16DYW,2.83,0.03,3.11,0.31
28,28.0016,NA-18-08_P06(c), 16DYJ,2.35,0.03,2.59,0.26
28,28.0017,NA-18-08_P10(a), 16DZR,2.53,0.04,2.79,0.28
28,28.0018,NA-18-08_P10(a), 16DZV,2.80,0.04,3.08,0.31
28,28.0019,NA-18-08_P10, 16FVA,2.72,0.03,2.99,0.30
28,28.002,NA-18-08_P10, 16FWE,2.54,0.04,2.80,0.28
28,28.0021,NA-18-08_P10, 16FVM,1.68,0.02,1.85,0.19
28,28.0022,NA-18-08_P10, 16FWB,1.55,0.02,1.70,0.17
28,28.0023,NA-18-08_P10, 16FUZ,1.33,0.01,1.46,0.15
28,28.0024,NA-18-08_P11(a), 16DZT,3.03,0.05,3.33,0.33
28,28.0025,NA-18-08_P11(b), 16DZX,2.54,0.04,2.79,0.28
28,28.0026,NA-18-08_P11, 16GBT,2.47,0.03,2.72,0.27
28,28.0027,NA-18-08_P12(a), 16DZO,2.18,0.03,2.40,0.24
28,28.0028,NA-18-08_P12(b), 16EBB,2.04,0.03,2.24,0.22
28,28.0029,NA-18-08_P12, 16GBY,1.78,0.02,1.96,0.20
28,28.003,NA-18-08_P13, 16FYV,1.99,0.04,2.19,0.22
28,28.0031,NA-18-08_P13, 16FYZ,3.67,0.07,4.04,0.40
28,28.0032,NA-18-08_P13, 16FZE,2.02,0.05,2.22,0.22
28,28.0033,NA-18-08_P14, 16FYW,1.90,0.04,2.09,0.21
28,28.0034,NA-18-08_P14, 16FZB,1.96,0.03,2.16,0.22
28,28.0035,NA-18-08_P14, 16FZF,4.12,0.10,4.53,0.45
28,28.0036,NA-18-08_P19, 16FYX,2.49,0.05,2.74,0.27
28,28.0037,NA-18-08_P19, 16FZC,2.32,0.06,2.56,0.26
28,28.0038,NA-18-08_P19, 16FZG,2.79,0.06,3.07,0.31
28,28.0039,NA-18-08_P20, 16FYY,1.94,0.06,2.14,0.21
28,28.004,NA-18-08_P20, 16FZD,1.95,0.04,2.14,0.21
28,28.0041,NA-18-08_P20, 16FZV,2.23,0.04,2.45,0.24
28,28.0042,NA-18-07,,24.69,0.25,27.16,2.72
28,28.0043,NA-18-07,,5.50,0.06,6.05,0.61
28,28.0044,NA-18-07, 16FWO,3.60,0.04,3.96,0.40
28,28.0045,NA-18-07, 16FXC,23.60,0.33,25.96,2.60
28,28.0046,NA-18-07, 16FXO,3.99,0.04,4.38,0.44
28,28.0047,CJ-18-03_cavity(a), 16DYR,0.70,0.01,0.77,0.08
28,28.0048,CJ-18-03_cavity(b), 16DYM,0.62,0.01,0.69,0.07
28,28.0049,CJ-18-05a, 16FUK,0.52,0.01,0.58,0.06
28,28.005,CJ-18-05a, 16FUP,3.70,0.05,4.07,0.41
28,28.0051,CJ-18-05a, 16FUS,1.21,0.01,1.33,0.13
28,28.0052,SLC-18-01, 16FVB,2.54,0.04,2.79,0.28
28,28.0053,SLC-18-01, 16FWA,6.70,0.12,7.37,0.74
28,28.0054,SLC-18-01, 16FVQ,2.64,0.03,2.90,0.29
28,28.0055,SLC-18-01, 16FUY,1.12,0.01,1.24,0.12
28,28.0056,SLC-18-01, 16FVL,1.73,0.03,1.91,0.19
28,28.0057,SLC-18-01, 16FVE,2.19,0.04,2.40,0.24
28,28.0058,SLC-18-06a(a), 16DWW,2.55,0.03,2.81,0.28
28,28.0059,SLC-18-06a(b), 16DYS,0.85,0.01,0.94,0.09
28,28.006,SLC-18-06a(c), 16DYY,5.32,0.07,5.85,0.59
28,28.0061,SLC-18-06a, 16FVF,0.38,0.01,0.42,0.04
28,28.0062,SLC-18-06a, 16FWD,1.37,0.02,1.50,0.15
28,28.0063,SLC-18-06a, 16FVH,1.16,0.02,1.27,0.13
28,28.0064,SLC-18-06a, 16FWH,3.02,0.05,3.32,0.33
28,28.0065,SLC-18-06a, 16FVN,3.12,0.04,3.43,0.34
28,28.0066,SLC-18-06b(b), 16DYG,3.53,0.05,3.88,0.39
28,28.0067,SLC-18-06b(c), 16DYT,3.02,0.03,3.33,0.33
28,28.0068,SLC-18-07(a), 16DXA,5.90,0.08,6.49,0.65
28,28.0069,SLC-18-07(b), 16DYI,6.86,0.09,7.55,0.75
28,28.007,SLC-18-07(c), 16DYN,2.32,0.03,2.56,0.26
28,28.0071,SLC-18-07, 16FWJ,8.84,0.14,9.73,0.97
28,28.0072,SLC-18-07, 16FVG,4.08,0.06,4.48,0.45
28,28.0073,SLC-18-07, 16FVS,4.13,0.06,4.54,0.45
28,28.0074,SLC-18-07, 16FVC,5.35,0.09,5.89,0.59
28,28.0075,SLC-18-07, 16FWG,3.28,0.04,3.60,0.36
28,28.0076,SLC-18-07, 16FVV,2.32,0.03,2.56,0.26
28,28.0077,SLC-18-09aa(a), 16DYH,0.75,0.01,0.82,0.08
28,28.0078,SLC-18-09aa(b), 16DYV,0.80,0.01,0.88,0.09
28,28.0079,SLC-18-09bb(a), 16DYX,1.67,0.04,1.83,0.18
28,28.008,SLC-18-09bb(b), 16DYP,2.19,0.04,2.41,0.24
28,28.0081,PK-18-02(a), 16DZP,1.16,0.02,1.27,0.13
28,28.0082,PK-18-02(b), 16DZQ,0.93,0.02,1.02,0.10
28,28.0083,PK-18-02(c), 16DZS,0.71,0.01,0.78,0.08
28,28.0084,PK-18-03(a), 16EBC,1.53,0.02,1.68,0.17
28,28.0085,PK-18-03(b), 16DZM,1.43,0.02,1.57,0.16
28,28.0086,PK-18-03(c), 16DZZ,1.42,0.02,1.56,0.16
28,28.0087,PK-18-05a(a), 16DZW,0.35,0.01,0.38,0.04
28,28.0088,PK-18-05a(b), 16DZU,0.36,0.01,0.40,0.04
28,28.0089,PK-18-05a(c), 16DZN,0.23,0.00,0.26,0.03
28,28.009,ME-18-01a, 16FVJ,0.94,0.01,1.04,0.10
28,28.0091,ME-18-01a, 16FWI,1.04,0.01,1.14,0.11
28,28.0092,ME-18-01a, 16FWC,1.73,0.02,1.90,0.19
28,28.0093,ME-18-01b, 16FVT,1.37,0.02,1.51,0.15
28,28.0094,ME-18-01b, 16FVX,1.99,0.02,2.19,0.22
28,28.0095,ME-18-01b, 16FVO,3.20,0.03,3.51,0.35
,,,,,,,
29,29.0001,C1A110,,1.20,,1.30,0.20
29,29.0002,CDR#01A1_g1,,1.70,,1.90,0.30
29,29.0003,CDR#01A1_g4,,4.20,,4.60,0.70
29,29.0004,CDR#01A1_g6,,2.00,,2.20,0.30
29,29.0005,C1B110,,3.30,,3.60,0.70
29,29.0006,C1B111,,3.80,,4.20,0.90
29,29.0007,CDR#01B1_g2,,5.30,,5.80,0.90
29,29.0008,CDR#01B1_g3,,2.90,,3.20,0.50
29,29.0009,CDR#02A1_g10,,1.90,,2.10,0.30
29,29.001,CDR#02A1_g2,,1.10,,1.20,0.20
29,29.0011,CDR#02A1_g7,,1.80,,2.00,0.30
29,29.0012,CDR#02A1_g8,,3.10,,3.40,0.50
29,29.0013,CDR#02A1_g9,,1.90,,2.10,0.30
29,29.0014,CDR#02A3_g1,,1.70,,1.90,0.30
29,29.0015,CDR#02A3_g2,,3.30,,3.60,0.60
29,29.0016,CDR#02A3_g3,,7.00,,7.70,1.20
29,29.0017,CDR#02A3_g5,,3.50,,3.90,0.60
29,29.0018,CDR#02A3_g6,,1.00,,1.10,0.20
29,29.0019,CDR#02A4_g1,,3.40,,3.70,0.60
29,29.002,CDR#02A4_g2,,1.70,,1.90,0.30
29,29.0021,CDR#02A4_g3,,2.90,,3.20,0.50
29,29.0022,CDR#02A4_g4,,1.50,,1.70,0.30
29,29.0023,CDR#02A4_g5,,3.10,,3.40,0.50
29,29.0024,CDR#03A1_g2,,3.90,,4.30,0.70
29,29.0025,CDR#03A1_g3,,7.70,,8.50,1.30
29,29.0026,CDR#03A1_g4,,10.60,,11.70,1.80
29,29.0027,C341,,2.00,,2.20,0.50
29,29.0028,C342,,3.30,,3.60,0.80
29,29.0029,C343,,1.50,,1.70,0.50
29,29.003,C344,,2.20,,2.40,0.60
29,29.0031,C345,,2.40,,2.70,0.90
29,29.0032,C35A1,,9.10,,10.00,1.60
29,29.0033,C35A2,,6.00,,6.60,1.10
29,29.0034,C35A3,,6.30,,6.90,1.10
29,29.0035,C35B1,,5.20,,5.50,0.60
29,29.0036,C35B2,,5.00,,5.30,0.60
29,29.0037,C35B4,,6.60,,7.00,0.80
29,29.0038,C4A3A1,,1.70,,1.90,0.40
29,29.0039,C4A3A2,,2.00,,2.20,0.40
29,29.004,C4A3A3,,1.90,,2.10,0.40
29,29.0041,C4A3A4,,2.10,,2.30,0.40
29,29.0042,C4A3A5,,2.00,,2.20,0.40
29,29.0043,C4A3B1,,22.20,,24.40,3.80
29,29.0044,C4A3B2,,11.70,,12.90,2.00
29,29.0045,C4A3B3,,19.30,,21.20,3.20
29,29.0046,C4A3B4,,8.80,,9.70,1.50
29,29.0047,C4A3B6,,9.90,,10.90,1.80
29,29.0048,C4C4A1,,3.30,,3.60,0.70
29,29.0049,C4C4A2,,2.50,,2.80,0.60
29,29.005,C4C4A3,,2.10,,2.30,0.50
29,29.0051,C4C4A4,,2.20,,2.40,0.50
29,29.0052,10B2AB1,,3.50,,3.90,0.60
29,29.0053,10B2AB2,,4.80,,5.30,0.90
29,29.0054,10B2AB3,,5.20,,5.70,0.90
29,29.0055,10B2BB2,,4.70,,5.20,0.80
29,29.0056,10B2BB3,,2.90,,3.20,0.50
29,29.0057,K1A5BB1,,4.60,,5.10,1.40
29,29.0058,K1A5BII1,,7.00,,7.70,1.60
29,29.0059,K1A5BII2,,8.70,,9.60,1.70
29,29.006,K1A5BII4,,8.80,,9.70,2.20
29,29.0061,K1A5BII5,,7.00,,7.70,1.50
29,29.0062,K1A5CII2,,4.70,,5.20,1.00
29,29.0063,K1A5CII3,,4.90,,5.40,0.90
29,29.0064,K1A5CII4,,6.30,,6.90,1.30
29,29.0065,K1A5CII5,,7.80,,8.60,1.40
29,29.0066,K1A5CII6,,6.30,,6.90,1.30
29,29.0067,K1A5D1,,11.20,,12.30,2.00
29,29.0068,K1A5D2,,13.90,,15.30,2.60
29,29.0069,K1A5D3,,7.60,,8.40,1.40
29,29.007,K1A5D4,,7.60,,8.40,1.50
29,29.0071,K21BA1,,3.80,,4.20,0.70
29,29.0072,K21BA2,,4.70,,5.20,0.90
29,29.0073,K21BA3,,3.90,,4.30,0.70
29,29.0074,K21BA4,,4.00,,4.40,0.80
29,29.0075,K21BB1,,3.20,,3.50,0.60
29,29.0076,K21BB2,,3.40,,3.70,0.60
29,29.0077,K21BB3,,2.40,,2.60,0.50
29,29.0078,K21HA1,,4.60,,4.80,0.70
29,29.0079,K21HA2,,3.40,,3.60,0.50
29,29.008,K21HA4,,4.30,,4.50,0.60
29,29.0081,K21HA6,,2.90,,3.00,0.30
29,29.0082,K21HC1,,4.00,,4.40,1.00
29,29.0083,K21HC2,,5.60,,6.20,1.00
29,29.0084,K23DB1,,2.30,,2.50,0.50
29,29.0085,K23DB2,,4.20,,4.60,0.80
29,29.0086,K23DB3,,2.90,,3.20,0.50
29,29.0087,K23DB4,,2.10,,2.30,0.40
29,29.0088,K25AII3,,2.80,,3.10,0.60
29,29.0089,K25AII4,,2.60,,2.90,0.50
29,29.009,K25AII5,,<0.8,,<0.8,
29,29.0091,K34A2,,1.20,,1.30,0.20
29,29.0092,K34A3,,2.20,,2.40,0.40
29,29.0093,K34A4,,1.80,,2.00,0.30
29,29.0094,K34A7,,2.50,,2.80,0.60
29,29.0095,K4A3A2,,8.60,,9.50,2.10
29,29.0096,K4A3A3,,10.20,,11.20,2.10
29,29.0097,K4A3A4,,10.70,,11.80,3.20
29,29.0098,K4A3A5,,4.70,,5.20,1.00
29,29.0099,K4A3AII1,,11.10,,12.20,2.70
29,29.01,K4A3AII3,,8.30,,9.10,2.10
29,29.0101,K4A3AII4,,11.40,,12.50,2.50
29,29.0102,K4A3AII6,,6.60,,7.30,1.70
29,29.0103,K4A3AII8,,6.50,,7.20,1.40
29,29.0104,K5A2A1,,1.60,,1.80,0.40
29,29.0105,K5A2A2,,1.80,,2.00,0.40
29,29.0106,K5A2A3,,1.30,,1.40,0.30
29,29.0107,K5A2A4,,4.50,,5.00,0.80
29,29.0108,K5A2A5,,2.30,,2.50,0.60
29,29.0109,K5A2B1,,11.10,,11.70,1.30
29,29.011,K5A2B2,,1.40,,1.50,0.20
29,29.0111,K5A2B3,,6.30,,6.60,0.80
29,29.0112,K5A2B4,,5.60,,5.80,0.90
29,29.0113,K5A3AII1,,13.70,,15.10,2.50
29,29.0114,K5A3AII2,,8.40,,9.20,1.60
29,29.0115,K5A3AII3,,10.70,,11.80,2.00
29,29.0116,K5A3AII4,,9.50,,10.50,1.80
29,29.0117,K5A3AII5,,8.90,,9.80,1.50
29,29.0118,K5A3AII6,,11.20,,12.30,1.90
29,29.0119,K5A3AII7,,7.60,,8.40,1.30
29,29.012,K5B1B1,,10.30,,10.80,1.20
29,29.0121,K5B1B2,,8.20,,8.60,0.90
29,29.0122,K5B1B3,,2.50,,2.60,0.30
29,29.0123,K5B1B5,,6.00,,6.30,0.70
29,29.0124,K5B2AII1,,10.10,,11.10,1.80
29,29.0125,K5B2AII2,,9.10,,10.00,1.60
29,29.0126,K5B2AII4,,10.60,,11.70,1.90
29,29.0127,K5B2AII5,,11.50,,12.70,2.00
29,29.0128,K5B2AII6,,10.50,,11.60,1.80
29,29.0129,K5B3B1,,9.40,,10.30,1.80
29,29.013,K5B3B2,,10.10,,11.10,1.80
29,29.0131,K5B3B3,,7.60,,8.40,1.40
29,29.0132,K5B3B4,,8.30,,9.10,1.40
29,29.0133,K5B3B5,,11.30,,12.40,1.90
29,29.0134,K5B3B6,,7.90,,8.70,1.40
,,,,,,,
30,30.0001,BWG09B_A1,,3.50,,3.70,0.20
30,30.0002,BWG09B_A2,,3.10,,3.30,0.20
30,30.0003,BWG09B_A3,,3.40,,3.50,0.20
30,30.0004,BWG09B_A4,,2.50,,2.60,0.10
30,30.0005,BWG09B_A5,,2.10,,2.20,0.10
30,30.0006,BWG09B_B11,,2.60,,2.80,0.10
30,30.0007,BWG09B_B12,,2.50,,2.60,0.10
30,30.0008,BWG09B_B13,,2.60,,2.70,0.10
30,30.0009,BWG09B_B14,,2.50,,2.60,0.10
30,30.001,BWG09B_B15,,2.00,,2.10,0.10
30,30.0011,BWG09B_B21,,2.60,,2.70,0.10
30,30.0012,BWG09B_B22,,4.90,,5.10,0.30
30,30.0013,BWG09B_B23,,2.00,,2.10,0.10
30,30.0014,BWG09B_B24,,7.80,,8.20,0.40
30,30.0015,BWG09B_B25,,3.50,,3.60,0.20
30,30.0016,BWG09B_C1,,5.30,,5.60,0.30
30,30.0017,BWG09B_C2,,4.90,,5.20,0.30
30,30.0018,BWG09B_C3,,3.70,,3.90,0.20
30,30.0019,BWG09B_C4,,1.50,,1.60,0.10
30,30.002,BWG09B_C5,,2.80,,2.90,0.10
30,30.0021,BWG09B_C6,,4.10,,4.30,0.20
30,30.0022,BWG10A_A11,,3.20,,3.30,0.20
30,30.0023,BWG10A_A12,,6.10,,6.40,0.30
30,30.0024,BWG10A_A13,,5.00,,5.20,0.30
30,30.0025,BWG10A_A21,,5.10,,5.40,0.30
30,30.0026,BWG10A_A22,,4.60,,4.90,0.20
30,30.0027,BWG10A_A23,,3.80,,4.00,0.20
30,30.0028,BWG10A_A31,,4.20,,4.40,0.20
30,30.0029,BWG10A_A32,,4.10,,4.30,0.20
30,30.003,BWG10A_B1,,12.10,,12.70,0.60
30,30.0031,BWG10A_B2,,11.20,,11.80,0.60
30,30.0032,BWG10A_B3,,9.90,,10.40,0.50
30,30.0033,BWG10B_A11,,3.20,,3.40,0.20
30,30.0034,BWG10B_A12,,2.80,,2.90,0.10
30,30.0035,BWG10B_A13,,1.90,,2.00,0.10
30,30.0036,BWG10B_A21,,4.30,,4.50,0.20
30,30.0037,BWG10B_A22,,5.70,,5.90,0.30
30,30.0038,BWG10B_A23,,4.20,,4.40,0.20
30,30.0039,BWG10B_A24,,2.40,,2.60,0.10
30,30.004,BWG10B_B1,,4.90,,5.10,0.30
30,30.0041,BWG10B_B2,,18.10,,19.00,1.00
30,30.0042,BWG10B_B3,,8.50,,8.90,0.40
30,30.0043,BWG10B_B4,,6.80,,7.20,0.40
30,30.0044,BWG10B_B5,,2.40,,2.60,0.10
30,30.0045,BWG10B_C1,,2.20,,2.30,0.10
30,30.0046,BWG10B_C2,,5.30,,5.50,0.30
30,30.0047,BWG10B_C3,,5.20,,5.50,0.30
30,30.0048,BWG10B_C4,,4.80,,5.00,0.30
30,30.0049,BWG11_A1,,2.70,,2.80,0.10
30,30.005,BWG11_A2,,4.00,,4.20,0.20
30,30.0051,BWG11_A3,,2.00,,2.10,0.10
30,30.0052,BWG11_B1,,5.00,,5.20,0.30
30,30.0053,BWG11_B2,,4.20,,4.50,0.20
30,30.0054,BWG11_C1,,5.10,,5.30,0.30
30,30.0055,BWG11_C2,,2.10,,2.20,0.10
30,30.0056,BWG11_C3,,2.70,,2.80,0.10
30,30.0057,BWG11_D11,,1.50,,1.60,0.10
30,30.0058,BWG11_D12,,1.40,,1.40,0.10
30,30.0059,BWG11_D21,,5.00,,5.30,0.30
30,30.006,BWG11_D22,,1.90,,2.00,0.10
30,30.0061,BWG11_D23,,3.20,,3.40,0.20
30,30.0062,BWG12_A1,,2.80,,2.90,0.10
30,30.0063,BWG12_A2,,3.70,,3.90,0.20
30,30.0064,BWG12_A3,,4.00,,4.20,0.20
30,30.0065,BWG12_B11,,2.70,,2.80,0.10
30,30.0066,BWG12_B12,,3.50,,3.70,0.20
30,30.0067,BWG12_B13,,6.10,,6.40,0.30
30,30.0068,BWG12_B21,,4.00,,4.20,0.20
30,30.0069,BWG12_B22,,2.40,,2.50,0.10
30,30.007,BWG12_B23,,3.90,,4.10,0.20
30,30.0071,BWG12_B24,,2.60,,2.80,0.10
30,30.0072,BWG12_C1,,3.50,,3.70,0.20
30,30.0073,BWG12_C2,,3.40,,3.60,0.20
30,30.0074,BWG12_D1,,8.20,,8.60,0.40
30,30.0075,BWG12_D2,,6.10,,6.40,0.30
30,30.0076,BWG12_D3,,6.90,,7.20,0.40
30,30.0077,BWG12_E01,,0.50,,0.50,0.20
30,30.0078,BWG12_E02,,2.60,,2.80,0.10
30,30.0079,BWG12_E03,,3.10,,3.30,0.20
30,30.008,BWG12_E04,,5.00,,5.30,0.30
30,30.0081,BWG12_E05,,2.60,,2.80,0.10
30,30.0082,BWG12_E06,,2.10,,2.30,0.10
30,30.0083,BWG12_E07,,6.30,,6.60,0.30
30,30.0084,BWG12_E08,,5.10,,5.40,0.30
30,30.0085,BWG12_E09,,6.70,,7.00,0.40
30,30.0086,BWG12_E10,,3.80,,4.00,0.20
30,30.0087,BWG12_F01,,9.80,,10.30,0.50
30,30.0088,BWG12_F02,,3.20,,3.40,0.20
30,30.0089,BWG12_F03,,4.00,,4.20,0.20
30,30.009,BWG12_F04,,4.40,,4.60,0.20
30,30.0091,BWG12_F05,,4.20,,4.40,0.20
30,30.0092,BWG12_F06,,6.60,,6.90,0.30
30,30.0093,BWG12_G01,,7.80,,8.20,0.40
30,30.0094,BWG12_G02,,8.30,,8.70,0.40
30,30.0095,BWG12_G03,,7.50,,7.90,0.40
30,30.0096,BWG12_G04,,7.80,,8.20,0.40
30,30.0097,BWG12_G05,,9.40,,9.90,0.50
30,30.0098,BWG12_G06,,7.80,,8.20,0.40
30,30.0099,BWG12_G07,,7.30,,7.70,0.40
30,30.01,BWG13_A11,,7.80,,9.00,0.80
30,30.0101,BWG13_A12,,10.00,,11.40,1.00
30,30.0102,BWG13_A13,,17.00,,19.50,1.70
30,30.0103,BWG13_A14,,4.90,,5.60,0.50
30,30.0104,BWG13_A15,,13.50,,15.50,1.30
30,30.0105,BWG13_A21,,9.30,,10.70,0.90
30,30.0106,BWG13_A22,,5.50,,6.40,0.60
30,30.0107,BWG13_A23,,8.10,,9.30,0.80
30,30.0108,BWG13_A24,,6.00,,6.90,0.60
30,30.0109,BWG13_A25,,2.70,,3.10,0.30
30,30.011,BWG13_A31,,0.90,,1.10,0.10
30,30.0111,BWG13_A32,,0.50,,0.60,0.20
30,30.0112,BWG13_A33,,0.10,,0.10,0.10
30,30.0113,BWG13_A34,,4.30,,4.90,0.40
30,30.0114,BWG13_A35,,1.10,,1.20,0.10
30,30.0115,BWG13_B1,,6.80,,7.80,0.70
30,30.0116,BWG13_B2,,6.30,,7.20,0.60
30,30.0117,BWG13_B3,,7.00,,8.00,0.70
30,30.0118,BWG13_B4,,1.00,,1.20,0.10
30,30.0119,BWG13_B5,,1.50,,1.70,0.20
30,30.012,BWG14_A01,,6.40,,7.30,1.10
30,30.0121,BWG14_A02,,11.40,,13.10,2.00
30,30.0122,BWG14_A03,,7.20,,8.30,1.20
30,30.0123,BWG14_A04,,5.40,,6.20,0.90
30,30.0124,BWG14_A05,,11.80,,13.50,2.00
30,30.0125,BWG14_A06,,7.20,,8.30,1.20
30,30.0126,BWG14_A07,,9.70,,11.10,1.70
30,30.0127,BWG14_A08,,3.90,,4.50,0.70
30,30.0128,BWG14_A09,,2.60,,3.00,0.40
30,30.0129,BWG14_A10,,5.40,,6.20,0.90
30,30.013,BWG14_A11,,2.30,,2.70,0.40
30,30.0131,BWG14_A12,,4.40,,5.10,0.80
30,30.0132,BWG14_A13,,10.60,,12.20,1.80
30,30.0133,BWG14_A14,,13.50,,15.50,2.30
30,30.0134,BWG14_A15,,9.60,,11.00,1.70
30,30.0135,BWG14_A16,,5.70,,6.50,1.00
30,30.0136,BWG14_A17,,4.80,,5.50,0.80
30,30.0137,BWG14_A18,,3.60,,4.20,0.60
30,30.0138,BWG14_A19,,5.90,,6.80,1.00
30,30.0139,BWG17_A1,,6.50,,7.50,1.10
30,30.014,BWG17_A2,,3.70,,4.30,0.60
30,30.0141,BWG17_A3,,2.20,,2.50,0.40
30,30.0142,BWG17_A4,,2.40,,2.80,0.40
30,30.0143,BWG17_B1,,10.60,,12.20,1.80
30,30.0144,BWG17_B2,,1.60,,1.80,0.30
30,30.0145,BWG17_B3,,8.20,,9.40,1.40
30,30.0146,BWG17_B4,,7.10,,8.20,1.20
30,30.0147,BWG17_C11,,14.50,,16.70,2.50
30,30.0148,BWG17_C12,,21.30,,24.50,3.70
30,30.0149,BWG17_C13,,13.10,,15.10,2.30
30,30.015,BWG17_C14,,19.90,,22.90,3.40
30,30.0151,BWG17_C21,,3.10,,3.60,0.50
30,30.0152,BWG17_C22,,2.90,,3.30,0.50
30,30.0153,BWG17_C23,,2.60,,3.00,0.40
30,30.0154,BWG17_C31,,2.70,,3.10,0.50
30,30.0155,BWG17_C32,,2.00,,2.30,0.30
30,30.0156,BWG17_D1,,2.50,,2.90,0.40
30,30.0157,BWG17_D2,,6.60,,7.60,1.10
30,30.0158,BWG21A_A11,,11.90,,13.70,2.10
30,30.0159,BWG21A_A12,,9.20,,10.60,1.60
30,30.016,BWG21A_A21,,9.10,,10.50,1.60
30,30.0161,BWG21A_A22,,10.60,,12.10,1.80
30,30.0162,BWG21A_A23,,10.20,,11.70,1.80
30,30.0163,BWG21A_A24,,7.40,,8.50,1.30
30,30.0164,BWG21A_B1,,5.20,,6.00,0.90
30,30.0165,BWG21A_B2,,9.50,,10.90,1.60
30,30.0166,BWG21A_B3,,3.60,,4.10,0.60
30,30.0167,BWG21A_B4,,8.90,,10.20,1.50
30,30.0168,BWG21B_A1,,8.30,,9.60,1.40
30,30.0169,BWG21B_A2,,8.40,,9.60,1.40
30,30.017,BWG21B_A3,,6.00,,6.90,1.00
30,30.0171,BWG21B_A4,,4.60,,5.20,0.80
30,30.0172,BWG21B_A5,,14.30,,16.50,2.50
30,30.0173,BWG21B_A6,,6.80,,7.80,1.20
30,30.0174,BWG21B_A7,,6.30,,7.20,1.10
30,30.0175,BWG21_B1,,20.80,,24.00,3.60
30,30.0176,BWG21_B2,,18.10,,20.80,3.10
30,30.0177,BWG21_B3,,18.00,,20.70,3.10
30,30.0178,BWG21_B4,,30.90,,35.60,5.30
30,30.0179,BWG21_B5,,13.40,,15.40,2.30
30,30.018,BWG21_B6,,6.20,,7.10,1.10
30,30.0181,BWG21_B7,,9.30,,10.70,1.60
30,30.0182,BWG21_B8,,14.40,,16.50,2.50
30,30.0183,BWG21C_A1,,27.10,,31.10,4.70
30,30.0184,BWG21C_A2,,20.30,,23.30,3.50
30,30.0185,BWG21C_A3,,15.40,,17.70,2.70
30,30.0186,BWG21C_A4,,30.80,,35.40,5.30
30,30.0187,BWG21C_A5,,31.30,,36.00,5.40
30,30.0188,BWG21C_A6,,23.20,,26.70,4.00
30,30.0189,BWG21C_A7,,22.20,,25.60,3.80
30,30.019,BWG21_B1,,11.30,,13.00,2.00
30,30.0191,BWG21_B2,,16.10,,18.50,2.80
30,30.0192,BWG21_B3,,10.10,,11.60,1.70
30,30.0193,BWG21_B4,,13.90,,16.00,2.40
,,,,,,,
31,31.0001,18FAR02AA-1,,72.10,3.60,72.10,3.60
31,31.0002,18FAR02AA-2,,73.50,3.70,73.50,3.70
31,31.0003,18FAR02AA-3,,69.80,3.50,69.80,3.50
