RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#22,#22-0011,BAH 3 cml 7 large goethite layer,09TYX,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,75.35,0.27,0.05,0.02,,,6.3,0.22,0,75.36,15.37,0.31,16.91,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0012,BAH 3 cml 7 large goethite layer,09TZD,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,81.71,0.29,0.06,0.02,,,6.31,0.25,0,81.73,14.19,0.29,15.61,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0013,BAH-03 cml 6 LT100_black,09XMR,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,135.48,0.49,0.03,0.02,,,3.18,0.17,0,135.49,4.32,0.09,4.75,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0014,BAH-03 cml 6 LT100_black,09XMS,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,126.22,0.45,0,-0.03,,,2.96,0.1,0,126.22,4.32,0.09,4.75,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0015,BAH-03 cml 6 LT100_brown,09XMP,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,52.99,0.19,-0.01,-0.03,,,2.02,0.06,0,52.99,7.01,0.14,7.71,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0016,BAH-03 cml 6 LT100_brown,09XMQ,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,38.33,0.13,0.02,0.04,,,1.47,0.04,0,38.33,7.05,0.14,7.75,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0017,BAH-100 black,09XKP,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,1133.15,4.98,0.08,0.01,,,191.61,12.56,0,1133.17,31.02,0.64,34.13,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0018,BAH-100 black,09XKQ,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,311.65,1.28,0.04,0.01,,,64.92,7.83,0,311.66,38.19,0.78,42.01,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0019,BAH-100 black,09XKR,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,401.41,1.7,0.13,0.01,,,84.64,10.6,0,401.44,38.65,0.79,42.52,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0020,BAH-100_black gt,09VQD,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,1640.39,7.17,0.42,0.03,,,289.69,10.23,0,1640.49,32.39,0.66,35.63,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0021,BAH-100_black gt,09VQE,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,1439.42,6.22,0.22,0.02,,,335.61,12.03,0,1439.47,42.72,0.87,47,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0022,BAH-100_brown gt,09VQY,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,351.77,1.29,0.15,0.03,,,97.71,2.53,0,351.8,50.85,1.03,55.93,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0023,BAH-100_brown gt,09VRB,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,368.53,1.42,0.16,0.02,,,94,4.39,0,368.57,46.71,0.95,51.39,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0024,BAH-100_brown gt,09VSO,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,431.1,1.73,0.1,0.01,,,115.01,6.81,0,431.12,48.85,1,53.74,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0025,BAH-99-01 gr1,09TYI,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,111.59,0.39,0.07,0.04,,,14.3,0.25,0,111.61,23.53,0.48,25.88,2.59,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0026,BAH-99-01 gr2,09TYO,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,83.29,0.29,0.01,0.02,,,8.37,0.29,0,83.29,18.46,0.37,20.3,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0027,BAH-99-01 gr3,09TYU,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,70.57,0.25,0.06,0.03,,,10.13,0.26,0,70.58,26.35,0.54,28.99,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0028,BAH-F115-15-16G,09VNU,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,162.94,0.61,0.19,0.01,,,20.47,1.36,0,162.99,23.06,0.47,25.37,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0029,BAH-F115-15-16G,09VNV,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,160.24,0.57,0.09,0.03,,,19.96,0.48,0,160.26,22.88,0.46,25.17,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0030,BAH-F124-111.2B,09VNS,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,187,0.68,0.03,0.02,,,34.24,1.25,0,187,33.59,0.68,36.95,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0031,BAH-F124-111.2B,09VNT,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,130.93,0.47,0.02,0.01,,,26.65,1.26,0,130.93,37.32,0.76,41.05,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0032,BAH-F124-112,09XKW,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,38.8,0.14,-0.04,-0.02,,,10.36,0.49,0,38.79,48.89,0.99,53.78,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0033,BAH-F124-112,09XKX,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,57.1,0.2,-0.06,-0.02,,,14.57,0.61,0,57.08,46.75,0.95,51.42,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0034,BAH-F124-112,09XMT,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,35.9,0.13,0,-0.01,,,9.76,0.7,0,35.9,49.76,1.01,54.73,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0035,BAH-F124-112,09XMU,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,69.65,0.25,0.24,0.02,,,17.73,0.94,0,69.7,46.6,0.95,51.26,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0036,BAH-F124-114,09VNO,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,295.67,1.1,0.04,0.02,,,15.67,0.62,0,295.68,9.75,0.2,10.73,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0037,BAH-F124-114,09VNP,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,272.69,1.01,0.02,0.02,,,15.08,0.54,0,272.7,10.17,0.21,11.19,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0038,BAH-F124-123.1 (black),09XKS,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,86.36,0.31,0,-0.02,,,16.24,0.88,0,86.36,34.49,0.7,37.94,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0039,BAH-F124-123.1 (black),09XKV,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,94.4,0.34,-0.02,-0.01,,,21.18,2.21,0,94.4,41.11,0.84,45.23,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0040,BAH-F124-123.1 (sparkling),09XKT,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,27.13,0.1,-0.03,-0.01,,,1.54,0.13,0,27.12,10.41,0.21,11.45,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0041,BAH-F124-123.1 (sparkling),09XKU,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,20.45,0.07,-0.03,-0.02,,,1.32,0.07,0,20.44,11.88,0.24,13.07,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0042,BAH-F124-123.2 (weird gt),09XLA,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,32.09,0.11,-0.03,-0.01,,,4.38,0.33,0,32.08,25.06,0.51,27.57,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0043,BAH-F124-123.2 (weird gt),09XLC,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,18.45,0.06,-0.01,-0.01,,,2.85,0.23,0,18.45,28.33,0.58,31.16,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0044,BAH-F124-123.2 (black),09XLB,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,128.83,0.46,-0.06,-0.02,,,24.3,1.21,0,128.81,34.6,0.7,38.06,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0045,BAH-F124-123.2 (black),09XLD,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,145.27,0.53,0.02,0.01,,,28.47,2.19,0,145.27,35.94,0.73,39.54,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0046,BAH-F124-123.7,09XKY,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,211.21,0.78,0.01,0.01,,,60.64,3.79,0,211.22,52.55,1.07,57.81,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0047,BAH-F124-123.7,09XKZ,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,174.04,0.64,0.03,0.01,,,47.59,3.4,0,174.05,50.07,1.02,55.08,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0048,BAH-F177-115,09XLE,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,187.3,0.71,0.02,0.01,,,2.7,0.27,0,187.3,2.66,0.05,2.92,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0049,BAH-F177-115,09XLF,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,173.76,0.64,0.02,0.01,,,2.87,0.21,0,173.76,3.04,0.06,3.34,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0050,BAH-F177-115 (brown),09XLG,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,33.4,0.12,0.56,0.04,,,3.89,0.12,0.02,33.53,21.31,0.43,23.44,2.34,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0051,BAH-F226-142.7_black,09XMA,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,119.16,0.43,0.01,0.01,,,2.83,0.19,0,119.16,4.37,0.09,4.81,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0052,BAH-F226-142.7_black,09XMB,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,108,0.38,0.04,0.02,,,2.33,0.12,0,108.01,3.98,0.08,4.37,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0053,BAH-F226-142.7_brown,09XMC,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,58.22,0.2,0.07,0.02,,,3.82,0.15,0,58.24,12.07,0.25,13.28,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0054,BAH-F226-142.7_brown,09XMD,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,62.65,0.22,0.08,0.01,,,4.5,0.37,0,62.67,13.19,0.27,14.51,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0055,BAH-F226-142.7_sparkling,09XME,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,38.58,0.14,0,0.01,,,2.73,0.24,0,38.58,13,0.26,14.3,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0056,BAH-F226-152.67,09XVQ,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,82.65,0.32,0.03,0,,,22.47,3.21,0,82.66,49.78,1.01,54.76,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0057,BAH-F226-152.67,09XVR,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,85.94,0.33,0.09,0,,,22.24,3.2,0,85.97,47.39,0.97,52.13,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0058,BAH-F226-157.6_black,09XLZ,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,99.15,0.35,0.03,0.02,,,4.93,0.23,0,99.15,9.15,0.19,10.06,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0059,BAH-F226-157.6_brown,09XLX,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,49.8,0.18,0.01,0.02,,,3.06,0.15,0,49.8,11.31,0.23,12.44,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0060,BAH-F226-157.6_brown,09XLY,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,41.86,0.15,0.86,0.03,,,2.57,0.11,0.02,42.07,11.23,0.23,12.35,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0061,BAH-F226-182.2_stalagmite,09XMF,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,3.51,0.08,0.04,0.05,,,1.44,0.03,0.01,3.52,74.86,2.34,82.35,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0062,BAH-F226-182.2_stalagmite,09XMG,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,10.21,0.06,0.03,0.02,,,1.23,0.06,0,10.22,22.09,0.46,24.3,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
#22,#22-0063,BAH-F226-182.2_stalagmite,09XMH,"Igarapé Bahia gold deposit, Carajás",Brazil,"06°01'46.6""S","50°34'6.55""W",,,,,,goethite,Metasediment and metavolcanic rocks (Cu-Au massive sulfide deposit),Gossans and Lateritized Cu-Au deposits,1.52,0.03,0.09,0.01,,,0.04,0,0.06,1.54,4.41,0.12,4.85,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,
