RefID,SampleID,Sample Name,LaboratoryCode,Locality,Country,Latitude,Longitude,Easting,Northing,Zone,Elevation (m),Depth (m),Mineral,Lithology,Weathering_Environment,U (ppm),±,Th (ppm),±,Sm (ppm),±,He (nmol/g),±,Th/U,eU (ppm),Calculated Age (Ma),±,Corrected Age (Ma) [5-15% or 4/3],±,U (ng),±,Th (ng),±,Sm (ng),±,He (ncc),±,He (ncc/g),±,U (nmol),±,Th (nmol),±,Sm (nmol),±,He (nmol),±,U (nmol/g),±,Th (nmol/g),±,Sm (nmol/g),±,He (nmol/g),±,Notes
#21,#21-0013,Pic21_FwVG,09SCE,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.68,0.09,19.35,0.28,,,0.82,0.01,4.13,9.23,16.25,,17.87,1.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0014,Pic21_FwVG,09SCV,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.61,0.09,16.84,0.25,,,0.66,0.01,3.66,8.56,14.25,,15.68,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0015,Pic21_FwVG,09SDA,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,6,0.09,25.51,0.31,,,1.25,0.03,4.25,12,19.2,,21.12,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0016,Pic21_FwVG,09SDD,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.73,0.08,18.47,0.27,,,0.78,0.01,4.95,8.07,17.67,,19.44,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0017,Pic21_FwVG,09QUT,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.79,0.08,21.98,0.27,,,0.96,0.03,4.58,9.96,17.73,,19.5,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0018,Pic21_AlPoor Goe,09SCC,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.23,0.01,0.11,0.02,,,0.04,0,0.49,0.26,27.4,,30.14,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0019,Pic21_AlPoor Goe,09SCX,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.32,0.01,0.11,0.03,,,0.04,0,0.36,0.35,21.34,,23.48,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0020,Pic21_AlPoor Goe,09SDE,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.63,0.02,2.57,0.05,,,0.16,0.01,4.11,1.23,24.29,,26.72,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0021,Pic21_AlPoor Goe,09RXC,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.29,0.01,1.12,0.03,,,0.07,0,3.83,0.56,21.76,,23.94,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0022,Pic21_AlPoor Goe,09RWW,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.21,0.01,0.02,0.02,,,0.03,0,0.12,0.21,27.54,,30.3,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0023,Pic21_AlPoor Goe,09QVL,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.17,0.01,0.07,0.02,,,0.03,0,0.43,0.18,27.11,,29.82,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0024,Pic21_AlPoor Goe,09QVB,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.26,0.01,1.9,0.04,,,0.11,0.01,7.27,0.71,28.8,,31.68,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0025,Pic21_AlPoor Goe,09QUR,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.38,0.02,1.6,0.05,,,0.11,0,4.2,0.76,26.94,,29.63,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0026,Pic21_AlPoor Goe,09SBS,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.26,0.01,0.47,0.02,,,0.07,0,1.78,0.37,32.26,,35.49,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0027,Pic21_AlPoor Goe,09SBQ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.38,0.01,1.32,0.03,,,0.1,0.01,3.44,0.69,26.76,,29.43,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0028,Pic21_AlPoor Goe,09SCY,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.24,0.01,0.14,0.02,,,0.04,0,0.59,0.27,26.81,,29.49,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0029,Pic21_AlPoor Goe,09RXB,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.24,0.01,0.62,0.04,,,0.06,0,2.61,0.38,27.4,,30.14,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0030,Pic21_AlPoor Goe,09SDF,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.11,0.01,0.09,0.02,,,0.02,0,0.84,0.13,31.55,,34.71,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0031,Pic21_AlPoor Goe,09SCW,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.15,0.01,0.22,0.01,,,0.03,0,1.47,0.21,29.71,,32.68,3.27,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0032,Pic21_AlPoor Goe,09QUQ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07' 5.48""S ","43°39'38.02""W",,,,1651,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.09,0,0.1,0.01,,,0.03,0,1.12,0.11,48.32,,53.15,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0033,G-12-01,09XID,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°05'25.39""S","43°41'2.45""W",,,,1643,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.27,0.03,14.15,0.16,,,0.18,0.01,11.12,4.6,7.15,,7.87,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0034,G-12-01,09XIE,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°05'25.39""S","43°41'2.45""W",,,,1643,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.86,0.03,5.67,0.09,,,0.35,0.02,6.62,2.19,29.12,,32.03,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0035,G-12-04A_black,09VSQ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.53""S","43°40'39.2""W",,,,1670,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.95,0.04,3.3,0.07,,,0.12,0,1.69,2.73,8.12,,8.93,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0036,G-12-04A_black,09XHV,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.53""S","43°40'39.2""W",,,,1670,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.39,0.03,2.16,0.05,,,0.07,0,1.55,1.9,7.21,,7.93,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0037,G-12-04A_black,09XHW,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.53""S","43°40'39.2""W",,,,1670,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.37,0.03,1.45,0.04,,,0.1,0.01,1.06,1.71,10.68,,11.75,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0038,G-12-04A_brown,09XHX,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.53""S","43°40'39.2""W",,,,1670,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.02,0.03,3.62,0.07,,,0.19,0.01,3.53,1.87,18.79,,20.67,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0039,G-12-04A_brown,09XHY,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.53""S","43°40'39.2""W",,,,1670,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.14,0.03,3.55,0.06,,,0.23,0.02,3.12,1.97,21.72,,23.89,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0040,G-12-04A_brown,09VSP,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.53""S","43°40'39.2""W",,,,1670,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.69,0.04,5.31,0.09,,,0.29,0.01,3.15,2.94,17.86,,19.64,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0041,G-12-05 vitreous black,09XIA,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.01,0.02,24.77,0.22,,,0.03,0,24.52,6.83,0.76,,0.84,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0042,G-12-05 vitreous black,09XHZ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.36,0.01,18.34,0.17,,,0.04,0,50.44,4.67,1.54,,1.7,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0043,G-12-05,09VSR,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.72,0.05,34.56,0.4,,,0.18,0,20.06,9.84,3.45,,3.79,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0044,G-12-05,09VSS,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.39,0.04,34.94,0.37,,,0.26,0.01,25.21,9.6,5.06,,5.57,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0045,G-12-06,09XIJ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.2,0.01,0.12,0.01,,,0.04,0,0.6,0.23,31.43,,34.57,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0046,G-12-06,09XII,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.24,0.01,0.17,0.01,,,0.07,0.01,0.69,0.28,47.98,,52.78,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0047,G-12-06 (drill-core),09XIK,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.73,0.04,4.66,0.08,,,0.35,0.02,1.71,3.82,16.84,,18.52,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0048,G-12-06 (drill-core),09XIL,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.15,0.02,1.29,0.03,,,0.19,0.02,1.13,1.45,23.72,,26.09,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0049,G-12-06 (drill-core),09XIM,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.92,0.02,2.7,0.04,,,0.38,0.05,2.92,1.56,44.3,,48.73,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0050,G-12-06 (reddish),09XIH,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.32,0.04,8.1,0.1,,,0.23,0.02,2.44,5.23,8.15,,8.97,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0051,G-12-06 vitreous black,09XIG,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.11,0.04,9.49,0.11,,,0.25,0.02,2.31,6.33,7.13,,7.85,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0052,G-12-06 vitreous black,09XIF,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'0.21""S ","43°40'39.37""W",,,,1659,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.95,0.04,6.81,0.09,,,0.22,0.02,1.72,5.55,7.18,,7.9,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0053,G-12-08,09XIW,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'59.02""S ","43°39'40.32""W",,,,1644,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.68,0.05,3.46,0.06,,,0.42,0.02,0.74,5.49,13.91,,15.31,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0054,G-12-08,09XIX,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'59.02""S ","43°39'40.32""W",,,,1644,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.09,0.05,10.08,0.13,,,0.52,0.03,2.47,6.46,14.78,,16.26,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0055,G-12-09,09XIZ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07'3.88""S ","43°39'38.97""W",,,,1658,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.22,0.04,3.72,0.06,,,0.19,0.01,0.88,5.1,6.69,,7.36,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0056,G-12-09,09XIY,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07'3.88""S ","43°39'38.97""W",,,,1658,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,4.3,0.04,2.33,0.04,,,0.19,0.01,0.54,4.84,7.03,,7.73,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0057,GA-13-04 Type1,09XUH,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°01'00.1""S ","43°34'43.1""W",,,,1134,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.3,0.03,2.21,0.06,,,0.05,,1.7,1.81,5.18,,5.7,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0058,GA-13-04 Type1,09XUI,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°01'00.1""S ","43°34'43.1""W",,,,1134,0,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.69,0.03,0.66,0.04,,,0.05,,0.96,0.85,9.85,,10.84,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0059,Pic 06 22 gr1_black,09TYV,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'42.9480""S","43°39'2.6857""W",7775561,641049,23 K,1490,10,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,5.02,0.07,0.16,0.02,,,0.51,0.02,0.03,5.06,18.49,,20.34,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0060,Pic 06 22 gr2_black,09TZB,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'42.9480""S","43°39'2.6857""W",7775561,641049,23 K,1490,10,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,3.86,0.05,0.37,0.02,,,0.48,0.02,0.1,3.95,22.24,,24.46,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0061,Pic 06 22 gr3_black,09TZG,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'42.9480""S","43°39'2.6857""W",7775561,641049,23 K,1490,10,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,5.84,0.04,0.16,0.01,,,0.47,0.03,0.03,5.88,14.54,,16,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0062,Pic 06 22 gr4_black,09TZI,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°6'42.9480""S","43°39'2.6857""W",7775561,641049,23 K,1490,10,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,5.8,0.06,0.18,0.02,,,0.5,0.02,0.03,5.85,15.83,,17.41,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0063,Pic 06 23 gr1,09TXX,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'42.80""S ","43°39'2.64""W",,,,1517,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.68,0.06,0.17,0.03,,,0.15,0,0.06,2.72,10.1,,11.11,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0064,Pic 06 23 gr2,09TYD,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'42.80""S ","43°39'2.64""W",,,,1517,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.13,0.03,0.12,0.01,,,0.1,0.01,0.06,2.16,8.61,,9.48,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0065,Pic 06 23 gr3,09TYJ,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'42.80""S ","43°39'2.64""W",,,,1517,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.73,0.04,0.14,0.02,,,0.19,0.01,0.08,1.76,20.15,,22.17,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0066,Pic 06 23 gr4,09TYP,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'42.80""S ","43°39'2.64""W",,,,1517,,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,2.59,0.05,0.19,0.02,,,0.16,0.01,0.07,2.63,11.04,,12.15,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0067,G-12-10,09XJC,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'42.20""S ","43°39'5.75""W",,,,1533,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.41,0.03,2.87,0.05,,,0.19,0.01,2.03,2.09,16.53,,18.18,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0068,G-12-10,09XJB,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'42.20""S ","43°39'5.75""W",,,,1533,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.88,0.03,1.99,0.05,,,0.13,0.01,2.26,1.34,18.14,,19.95,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0069,G-12-10,09XJA,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°06'42.20""S ","43°39'5.75""W",,,,1533,5,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,1.63,0.04,2.69,0.06,,,0.23,0.01,1.65,2.26,18.32,,20.15,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0070,G-12-11_botryoidal gt,09XHT,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07'5.96""S ","43°38'55.84""W",,,,1441,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.73,0.02,0.12,0.01,,,0.14,0.01,0.16,0.76,32.72,,35.99,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0071,G-12-11_botryoidal gt,09XHU,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07'5.96""S ","43°38'55.84""W",,,,1441,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.66,0.02,0.08,0.01,,,0.13,0.01,0.12,0.68,35.87,,39.46,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
#21,#21-0072,G-12-11_botryoidal gt,09VPR,"Quadrilátero Ferrífero, Minas Gerais",Brazil,"20°07'5.96""S ","43°38'55.84""W",,,,1441,15,goethite,Weathered and enriched banded iron formation,Lateritized BIFs,0.65,0.02,0.08,0.02,,,0.13,0.01,0.12,0.66,36.72,,40.39,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
